EV,W_pct,P_pct,Team,Team_Result,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
0.8,55.4,0.0,NO,W,@IND,-2.0,CHI,-7.5,@MIN,3.5,BYE,,@ATL,2.0,DET,1.5,CAR,-7.0,NYG,-7.0,@LAR,3.0,@TB,0.5,ATL,-3.0,0.42119212816326
0.73,50.3,0.5,MIN,W,@GB,-1.0,@ATL,4.5,NO,-3.5,@DEN,1.0,CHI,-7.0,BYE,,@LV,-0.5,@CIN,4.0,DET,0.5,GB,-5.0,@DET,4.0,0.26911811809586
0.72,49.7,0.0,GB,L,MIN,1.0,LAR,-3.0,@PIT,3.0,LAC,3.5,@DET,7.0,KC,7.0,@NYG,-1.5,TB,-3.0,@CAR,-1.5,@MIN,5.0,CHI,-4.0,0.1981094769349
0.65,44.6,0.0,IND,L,NO,2.0,@CAR,-3.0,@NE,2.5,BYE,,TB,-2.0,@TEN,3.5,@CIN,8.0,PIT,-1.5,@ATL,4.0,LV,-1.0,HOU,-1.5,0.10459609051678
0.65,44.4,0.0,PIT,L,JAX,2.5,TEN,-3.0,GB,-3.0,@CLE,3.5,@CIN,7.0,ARI,-3.5,NE,-3.5,@IND,1.5,CIN,3.0,@SEA,6.5,@BAL,9.5,0.22487169497317
0.64,44.1,0.0,TEN,W,ATL,2.5,@PIT,3.0,@TB,2.0,@JAX,4.5,CAR,-5.0,IND,-3.5,@MIA,7.0,HOU,-3.0,SEA,3.0,@HOU,2.5,JAX,1.5,0.19091056500478
0.59,40.2,0.0,NYG,L,NYJ,3.0,@LV,2.5,@DAL,13.5,@WAS,4.5,NE,-0.5,BYE,,GB,1.5,@NO,7.0,@PHI,13.5,LAR,3.5,PHI,9.5,0.0045442709696386
0.57,38.1,0.0,CAR,W,HOU,3.5,IND,3.0,@CHI,3.0,DAL,8.0,@TEN,5.0,@TB,4.0,@NO,7.0,ATL,2.5,GB,1.5,@JAX,8.0,TB,1.0,0.0
0.51,35.2,0.0,CLE,L,@SEA,4.5,ARI,-7.5,@BAL,8.0,PIT,-3.5,@DEN,2.0,@LAR,3.0,JAX,-1.5,CHI,-6.5,@HOU,0.5,NYJ,-6.5,@CIN,5.0,0.44506598794974
0.5,34.7,0.0,CIN,W,@SF,4.5,BUF,-2.5,HOU,-7.0,@BAL,4.0,PIT,-7.0,@JAX,0.5,IND,-8.0,MIN,-4.0,@PIT,-3.0,@KC,4.5,CLE,-5.0,0.64528405369626
0.49,20.6,0.0,CHI,L,@LAC,10.0,@NO,7.5,CAR,-3.0,@DET,9.5,@MIN,7.0,BYE,,DET,6.5,@CLE,6.5,ARI,-1.5,ATL,2.0,@GB,4.0,0.068324323145223
0.48,26.5,0.0,LV,L,@DET,7.0,NYG,-2.5,NYJ,-5.5,@MIA,6.5,KC,6.0,BYE,,MIN,0.5,LAC,3.0,@KC,9.5,@IND,1.0,DEN,-2.0,0.1438202876241
0.42,28.1,0.0,LAR,L,@DAL,7.0,@GB,3.0,BYE,,SEA,-1.0,@ARI,-3.0,CLE,-3.0,@BAL,7.0,WAS,-4.5,NO,-3.0,@NYG,-3.5,@SF,9.5,0.29547052385401
0.41,26.3,0.0,WAS,L,PHI,7.0,@NE,3.0,@SEA,6.5,NYG,-4.5,@DAL,9.5,MIA,3.5,BYE,,@LAR,4.5,@NYJ,-1.0,SF,9.5,DAL,4.5,0.09185233975127
0.41,27.0,0.0,DEN,W,KC,7.0,BYE,,@BUF,7.0,MIN,-1.0,CLE,-2.0,@HOU,1.5,@LAC,6.5,@DET,6.0,NE,-4.0,LAC,3.0,@LV,2.0,0.11995313122812
0.39,20.2,0.0,ARI,L,BAL,10.0,@CLE,7.5,ATL,1.0,@HOU,3.5,LAR,3.0,@PIT,3.5,BYE,,SF,11.0,@CHI,1.5,@PHI,10.5,SEA,4.0,0.0
0.37,24.0,0.0,NE,L,@MIA,8.5,WAS,-3.0,IND,-2.5,BYE,,@NYG,0.5,LAC,4.5,@PIT,3.5,KC,8.0,@DEN,4.0,@BUF,10.0,NYJ,-3.5,0.15557086782896
0.31,20.3,0.0,TB,L,@BUF,10.0,@HOU,2.5,TEN,-2.0,@SF,13.5,@IND,2.0,CAR,-4.0,@ATL,3.5,@GB,3.0,JAX,2.0,NO,-0.5,@CAR,-1.0,0.12024335894
