EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.81,57.8,0.6,SF,L,@KC,-2.5,@ATL,7.0,PHI,-3.5,OAK,-7.0,@CAR,-3.0,DEN,-3.0,BYE,,STL,-4.0,TB,-3.5,@ARI,-2.0,@GB,9.5,SEA,-5.0,@SD,10.5,@STL,2.5,ARI,-6.0,0.44996126024357
0.81,57.8,0.6,PIT,W,@TB,-2.5,BAL,-2.5,BYE,,CLE,-14.0,@MIA,-3.0,@NO,1.5,@CIN,-5.5,NE,-5.0,OAK,-7.5,@BUF,-6.0,@BAL,3.0,CIN,-9.0,NYJ,-3.5,CAR,-15.0,@CLE,-5.5,0.80916594148663
0.79,56.4,0.4,HOU,L,DAL,-2.5,@OAK,-3.5,NYG,-3.0,KC,-5.0,BYE,,@IND,5.5,SD,3.0,@JAX,1.0,@NYJ,6.5,TEN,-6.0,@PHI,8.0,BAL,3.0,@TEN,1.0,@DEN,-2.0,JAX,-5.0,0.2782678024543
0.79,56.4,0.6,PHI,W,@JAX,-3.0,WAS,-5.5,@SF,3.5,ATL,-1.5,@TEN,3.0,BYE,,IND,-3.0,@WAS,-3.0,NYG,-3.5,@CHI,-3.0,HOU,-8.0,@DAL,-4.0,@NYG,3.0,MIN,-14.5,DAL,1.5,0.53799671528948
0.78,55.2,0.1,MIA,L,NYJ,-2.5,NE,1.0,BYE,,@GB,3.5,PIT,3.0,@CIN,1.0,@BAL,5.0,TEN,1.0,CHI,-2.5,@OAK,3.0,CLE,-5.0,@NYJ,5.0,BUF,-4.5,DET,-3.5,@NE,5.5,0.19693224050541
0.63,44.8,0.1,NYJ,W,@MIA,2.5,@BUF,-6.0,MIN,-4.0,@DEN,-3.5,BYE,,GB,-6.0,@DET,-5.5,@CLE,-3.0,HOU,-6.5,CIN,-9.5,@NE,4.0,MIA,-5.0,@PIT,3.5,@CHI,2.5,BUF,-6.5,0.59180365290466
0.62,43.6,0.0,JAX,L,PHI,3.0,IND,7.5,@BUF,1.5,TEN,3.0,@KC,9.5,@DAL,6.5,BYE,,HOU,-1.0,CLE,-2.0,@NYG,7.0,@TEN,3.5,OAK,-3.5,@IND,5.0,WAS,-7.0,@HOU,5.0,0.15810131655961
0.62,43.6,0.1,DAL,W,@HOU,2.5,BYE,,TEN,-6.5,@MIN,2.0,NYG,-3.5,JAX,-6.5,@GB,7.0,@NYG,13.0,DET,-6.5,NO,4.5,@IND,6.0,PHI,4.0,WAS,-7.0,@ARI,-7.5,@PHI,-1.5,0.45410601701709
0.6,42.2,0.1,TB,L,PIT,2.5,BYE,,@CIN,7.0,NO,4.5,STL,-3.0,@ARI,3.0,@ATL,8.5,CAR,-7.5,@SF,3.5,@BAL,7.5,ATL,3.0,@WAS,-1.0,DET,-4.0,SEA,-6.0,@NO,7.5,0.24912657102195
0.6,42.2,0.3,KC,W,SF,2.5,BYE,,@IND,7.5,@HOU,5.0,JAX,-9.5,BUF,-7.0,@OAK,0.0,@DEN,-1.0,ARI,-8.5,@SEA,-2.0,DEN,-10.0,@SD,10.0,@STL,3.0,TEN,-4.5,OAK,-3.5,0.49817278552691
0.59,41.7,0.1,CHI,W,GB,3.0,@NYG,3.5,@CAR,2.5,SEA,-6.5,WAS,-3.0,BYE,,@BUF,-2.5,MIN,1.0,@MIA,2.5,PHI,3.0,@DET,-4.5,NE,3.0,@MIN,-6.0,NYJ,-2.5,@GB,11.0,0.26982790989429
0.57,39.2,0.0,CAR,L,CIN,3.5,@NO,13.5,CHI,-2.5,BYE,,SF,3.0,@STL,1.5,NO,6.5,@TB,7.5,BAL,11.5,@CLE,9.5,@SEA,5.0,ATL,9.0,ARI,-2.5,@PIT,15.0,@ATL,14.5,0.049180025994858
0.57,40.0,0.0,TEN,W,@NYG,3.0,DEN,-7.0,@DAL,6.5,@JAX,-3.0,PHI,-3.0,@SD,5.0,BYE,,@MIA,-1.0,WAS,-7.0,@HOU,6.0,JAX,-3.5,IND,4.0,HOU,-1.0,@KC,4.5,@IND,9.0,0.27061609708717
0.56,39.2,0.0,ATL,W,@NO,3.5,SF,-7.0,@CLE,-3.0,@PHI,1.5,CIN,-3.5,BYE,,TB,-8.5,BAL,0.0,@STL,-3.5,GB,-1.5,@TB,-3.0,@CAR,-9.0,@SEA,-6.5,NO,-2.5,CAR,-14.5,0.65200441920915
0.52,36.0,0.0,SEA,W,SD,4.0,@STL,-2.0,BYE,,@CHI,6.5,ARI,-7.0,@OAK,2.0,NYG,7.5,@ARI,4.0,@NO,12.0,KC,2.0,CAR,-5.0,@SF,5.0,ATL,6.5,@TB,6.0,STL,3.0,0.14964593943894
0.51,32.9,0.0,STL,W,WAS,5.5,SEA,2.0,@DET,3.0,SD,9.0,@TB,3.0,CAR,-1.5,BYE,,@SF,4.0,ATL,3.5,@DEN,3.5,@ARI,-3.5,@NO,9.5,KC,-3.0,SF,-2.5,@SEA,-3.0,0.1521142555459
0.44,31.0,0.1,OAK,L,@ARI,5.0,HOU,3.5,SD,7.0,@SF,7.0,@DEN,7.0,SEA,-2.0,KC,0.0,BYE,,@PIT,7.5,MIA,-3.0,@SD,13.0,@JAX,3.5,DEN,-7.5,IND,2.0,@KC,3.5,0.12863547907484
0.44,30.7,0.0,DEN,L,IND,6.0,@TEN,7.0,@BAL,7.0,NYJ,3.5,OAK,-7.0,@SF,3.0,BYE,,KC,1.0,@SD,9.0,STL,-3.5,@KC,10.0,@ARI,-4.5,@OAK,7.5,HOU,2.0,SD,4.5,0.17290347557446
0.42,12.8,0.0,BUF,L,@NE,14.5,NYJ,6.0,JAX,-1.5,BYE,,@BAL,13.0,@KC,7.0,CHI,2.5,DET,-2.0,@CIN,5.0,PIT,6.0,@MIN,5.0,CLE,0.0,@MIA,4.5,NE,7.5,@NYJ,6.5,0.038048670297657
0.36,16.8,0.0,CLE,L,@BAL,11.0,CIN,3.0,ATL,3.0,@PIT,14.0,@NO,13.0,BYE,,NE,4.0,NYJ,3.0,@JAX,2.0,CAR,-9.5,@MIA,5.0,@BUF,0.0,@CIN,1.0,BAL,3.5,PIT,5.5,0.1065968122611
0.26,15.8,0.1,DET,L,@MIN,12.0,@GB,14.5,STL,-3.0,@NYG,10.5,BYE,,WAS,-2.5,NYJ,5.5,@BUF,2.0,@DAL,6.5,NE,7.0,CHI,4.5,GB,7.0,@TB,4.0,@MIA,3.5,MIN,-3.5,0.11616807779834
