EV,W_pct,P_pct,Team,Team_Result,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.15,84.2,7.9,MIN,W,DET,-12.0,BYE,,@NYJ,4.0,DAL,-2.0,@GB,3.0,@NE,5.5,ARI,-7.5,@CHI,-1.0,GB,3.5,@WAS,-1.5,BUF,-5.0,NYG,3.0,CHI,6.0,@PHI,14.5,@DET,3.5,0.18636086756646
1.05,83.2,23.3,BAL,W,CLE,-11.0,@PIT,2.5,DEN,-7.0,@NE,2.5,BUF,-13.0,BYE,,MIA,-5.0,@ATL,0.0,@CAR,-11.5,TB,-7.5,PIT,-3.0,@HOU,-3.0,NO,-2.5,@CLE,-3.5,CIN,-9.5,0.72497911004619
1.0,87.2,52.9,NE,W,BUF,-14.5,@MIA,-1.0,BYE,,BAL,-2.5,@SD,2.5,MIN,-5.5,@CLE,-4.0,@PIT,5.0,IND,-4.0,@DET,-7.0,NYJ,-4.0,@CHI,-3.0,GB,-14.0,@BUF,-7.5,MIA,-5.5,0.64078634789759
0.97,69.3,0.9,IND,W,@DEN,-6.0,@JAX,-7.5,KC,-7.5,@WAS,-3.5,BYE,,HOU,-5.5,@PHI,3.0,CIN,-7.5,@NE,4.0,SD,-2.0,DAL,-6.0,@TEN,-4.0,JAX,-5.0,@OAK,-2.0,TEN,-9.0,0.66522441206219
0.97,69.0,0.9,ARI,W,OAK,-5.0,@SD,9.5,NO,7.0,BYE,,@SEA,7.0,TB,-3.0,@MIN,7.5,SEA,-4.0,@KC,8.5,SF,2.0,STL,3.5,DEN,4.5,@CAR,2.5,DAL,7.5,@SF,6.0,0.095442999030536
0.9,67.1,6.5,WAS,L,@STL,-5.5,@PHI,5.5,GB,2.5,IND,3.5,@CHI,3.0,@DET,2.5,BYE,,PHI,3.0,@TEN,7.0,MIN,1.5,@NYG,7.5,TB,1.0,@DAL,7.0,@JAX,7.0,NYG,4.5,0.0
0.9,64.0,0.9,SD,L,@SEA,-4.0,ARI,-9.5,@OAK,-7.0,@STL,-9.0,NE,-2.5,TEN,-5.0,@HOU,-3.0,BYE,,DEN,-9.0,@IND,2.0,OAK,-13.0,KC,-10.0,SF,-10.5,@CIN,-8.5,@DEN,-4.5,1.0
0.86,60.8,0.5,NO,L,ATL,-3.5,CAR,-13.5,@ARI,-7.0,@TB,-4.5,CLE,-13.0,PIT,-1.5,@CAR,-6.5,BYE,,SEA,-12.0,@DAL,-4.5,@CIN,-7.0,STL,-9.5,@BAL,2.5,@ATL,2.5,TB,-7.5,0.91014320431832
0.85,60.0,0.2,NYG,L,TEN,-3.0,CHI,-3.5,@HOU,3.0,DET,-10.5,@DAL,3.5,BYE,,@SEA,-7.5,DAL,-13.0,@PHI,3.5,JAX,-7.0,WAS,-7.5,@MIN,-3.0,PHI,-3.0,@GB,3.5,@WAS,-4.5,0.65986823663638
0.84,60.8,2.3,CIN,W,@CAR,-3.5,@CLE,-3.0,TB,-7.0,BYE,,@ATL,3.5,MIA,-1.0,PIT,5.5,@IND,7.5,BUF,-5.0,@NYJ,9.5,NO,7.0,@PIT,9.0,CLE,-1.0,SD,8.5,@BAL,9.5,0.18444899126482
0.82,58.3,0.4,GB,L,@CHI,-3.0,DET,-14.5,@WAS,-2.5,MIA,-3.5,MIN,-3.0,@NYJ,6.0,DAL,-7.0,BYE,,@MIN,-3.5,@ATL,1.5,SF,-9.5,@DET,-7.0,@NE,14.0,NYG,-3.5,CHI,-11.0,0.70113372753282
