EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.58,38.3,0.0,MIN,L,NE,3.5,@NO,10.0,ATL,5.0,@GB,9.0,DET,-1.5,@BUF,6.0,@TB,2.0,WAS,-1.0,BYE,,@CHI,1.5,GB,7.5,CAR,-2.5,NYJ,-3.5,@DET,8.0,@MIA,4.5,CHI,-7.0,0.16113465104734
0.56,37.4,0.2,DAL,W,@TEN,3.0,@STL,-1.5,NO,3.0,HOU,-5.5,@SEA,9.5,NYG,-4.5,WAS,-9.0,ARI,-1.5,@JAX,-7.5,BYE,,@NYG,-4.0,PHI,-3.0,@CHI,-4.0,@PHI,3.5,IND,-3.5,@WAS,-6.0,0.56173092688809
0.55,32.0,0.0,CLE,W,NO,5.0,BAL,1.5,BYE,,@TEN,-1.0,PIT,-2.5,@JAX,-4.0,OAK,-6.5,TB,-7.0,@CIN,6.5,HOU,-3.5,@ATL,3.0,@BUF,3.0,IND,3.0,CIN,-2.5,@CAR,5.5,@BAL,14.0,0.28780236330382
0.55,34.1,0.0,STL,W,@TB,4.0,DAL,1.5,BYE,,@PHI,4.5,SF,3.5,SEA,6.0,@KC,7.5,@SF,10.5,@ARI,7.0,DEN,8.5,@SD,5.0,OAK,-6.0,@WAS,-2.5,ARI,-6.0,NYG,-6.5,@SEA,11.0,0.23276293584635
0.54,25.9,0.0,NYJ,L,@GB,7.0,CHI,-2.0,DET,-1.0,@SD,7.0,DEN,10.0,@NE,9.5,BUF,-3.0,@KC,8.0,PIT,3.5,BYE,,@BUF,2.5,MIA,6.5,@MIN,3.5,@TEN,-3.5,NE,10.0,@MIA,7.0,0.082461985765902
0.52,34.4,0.0,SD,W,SEA,4.5,@BUF,2.5,JAX,-13.0,NYJ,-7.0,@OAK,-7.5,KC,-3.0,@DEN,9.0,@MIA,3.0,BYE,,OAK,-10.5,STL,-5.0,@BAL,6.5,NE,4.0,DEN,4.5,@SF,2.0,@KC,3.0,0.48136274045915
0.5,32.0,0.1,JAX,L,@WAS,5.0,IND,7.0,@SD,13.0,PIT,5.5,@TEN,4.5,CLE,4.0,MIA,7.0,@CIN,10.5,DAL,7.5,BYE,,@IND,13.5,NYG,2.5,HOU,6.5,@BAL,14.0,TEN,-4.5,@HOU,8.0,0.052542949535411
0.47,31.4,0.1,ATL,L,@CIN,5.5,TB,-6.5,@MIN,-5.0,@NYG,4.5,CHI,-3.0,@BAL,6.5,DET,3.5,BYE,,@TB,-3.0,@CAR,-2.5,CLE,-3.0,ARI,1.5,@GB,13.5,PIT,3.0,@NO,5.5,CAR,-3.0,0.27995773332213
0.44,27.1,0.0,CHI,W,@SF,7.0,@NYJ,2.0,GB,1.5,@CAR,1.0,@ATL,3.0,MIA,-3.0,@NE,5.5,BYE,,@GB,8.5,MIN,-1.5,TB,-4.0,@DET,7.5,DAL,4.0,NO,3.0,DET,10.0,@MIN,7.0,0.097544145525297
0.29,12.7,0.0,KC,L,@DEN,13.0,@MIA,5.5,NE,3.0,@SF,4.5,BYE,,@SD,3.0,STL,-7.5,NYJ,-8.0,@BUF,1.5,SEA,-1.0,@OAK,-7.5,DEN,-1.0,@ARI,-2.5,OAK,-11.0,@PIT,2.5,SD,-3.0,0.42715228873746
