EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.18,87.3,27.1,DEN,W,KC,-13.0,@SEA,4.0,BYE,,ARI,-8.0,@NYJ,-10.0,SF,-6.5,SD,-9.0,@NE,-3.0,@OAK,-11.5,@STL,-8.5,MIA,-6.5,@KC,1.0,BUF,-8.5,@SD,-4.5,@CIN,-3.5,OAK,-15.5,1.0
1.04,72.9,6.7,SF,L,CHI,-7.0,@ARI,-3.0,PHI,-3.5,KC,-4.5,@STL,-3.5,@DEN,6.5,BYE,,STL,-10.5,@NO,5.5,@NYG,-3.5,WAS,-10.0,SEA,-1.0,@OAK,-8.0,@SEA,10.0,SD,-2.0,ARI,-6.5,0.6064343304398
1.01,68.6,0.8,CIN,W,ATL,-5.5,TEN,-6.5,BYE,,@NE,-2.5,CAR,-7.0,@IND,3.0,BAL,2.5,JAX,-10.5,CLE,-6.5,@NO,7.5,@HOU,2.5,@TB,-5.5,PIT,-3.0,@CLE,2.5,DEN,3.5,@PIT,3.0,0.42314834790626
0.98,68.0,4.6,WAS,W,JAX,-5.0,@PHI,4.0,NYG,-3.0,SEA,7.0,@ARI,5.0,TEN,-6.0,@DAL,9.0,@MIN,1.0,BYE,,TB,-7.0,@SF,10.0,@IND,7.5,STL,2.5,@NYG,7.0,PHI,7.5,DAL,6.0,0.18692548125188
0.95,65.6,2.3,SEA,L,@SD,-4.5,DEN,-4.0,BYE,,@WAS,-7.0,DAL,-9.5,@STL,-6.0,@CAR,-6.0,OAK,-13.5,NYG,-10.0,@KC,1.0,ARI,-7.5,@SF,1.0,@PHI,-1.5,SF,-10.0,@ARI,-9.5,STL,-11.0,0.97598028938809
0.94,74.1,28.1,GB,W,NYJ,-7.0,@DET,1.0,@CHI,-1.5,MIN,-9.0,@MIA,-2.5,CAR,-6.5,@NO,2.0,BYE,,CHI,-8.5,PHI,-4.5,@MIN,-7.5,NE,-2.5,ATL,-13.5,@BUF,-3.0,@TB,-11.5,DET,-8.0,0.82896054850674
0.93,65.9,7.1,TB,L,STL,-4.0,@ATL,6.5,@PIT,7.5,@NO,10.5,BAL,3.5,BYE,,MIN,-2.0,@CLE,7.0,ATL,3.0,@WAS,7.0,@CHI,4.0,CIN,5.5,@DET,10.5,@CAR,3.5,GB,11.5,NO,5.5,0.012731163874133
0.93,68.0,13.3,NO,L,@CLE,-5.0,MIN,-10.0,@DAL,-3.0,TB,-10.5,BYE,,@DET,1.0,GB,-2.0,@CAR,-3.0,SF,-5.5,CIN,-7.5,BAL,-2.5,@PIT,3.5,CAR,-8.5,@CHI,-3.0,ATL,-5.5,@TB,-5.5,0.71256678992215
0.92,62.6,1.3,TEN,L,DAL,-3.0,@CIN,6.5,@IND,7.5,CLE,1.0,JAX,-4.5,@WAS,6.0,HOU,3.5,BYE,,@BAL,10.5,PIT,7.0,@PHI,12.5,@HOU,7.0,NYG,2.5,NYJ,3.5,@JAX,4.5,IND,7.5,0.053433422831307
0.89,61.7,2.7,NE,W,@MIN,-3.5,OAK,-14.0,@KC,-3.0,CIN,2.5,@BUF,-1.0,NYJ,-9.5,CHI,-5.5,DEN,3.0,BYE,,@IND,3.0,DET,-7.5,@GB,2.5,@SD,-4.0,MIA,-8.5,@NYJ,-10.0,BUF,-5.5,0.72074506015539
0.87,60.0,1.9,HOU,W,@OAK,-3.0,@NYG,1.0,BUF,-3.0,@DAL,5.5,IND,2.5,@PIT,3.0,@TEN,-3.5,PHI,2.0,BYE,,@CLE,3.5,CIN,-2.5,TEN,-7.0,@JAX,-6.5,@IND,7.0,BAL,6.5,JAX,-8.0,0.32585575030099
0.85,57.8,0.2,BAL,W,PIT,-2.5,@CLE,-1.5,CAR,-3.5,@IND,2.5,@TB,-3.5,ATL,-6.5,@CIN,-2.5,@PIT,2.5,TEN,-10.5,BYE,,@NO,2.5,SD,-6.5,@MIA,3.0,JAX,-14.0,@HOU,-6.5,CLE,-14.0,0.69435518383494
0.85,57.9,0.4,IND,L,PHI,-3.0,@JAX,-7.0,TEN,-7.5,BAL,-2.5,@HOU,-2.5,CIN,-3.0,@PIT,-4.0,@NYG,-3.0,BYE,,NE,-3.0,JAX,-13.5,WAS,-7.5,@CLE,-3.0,HOU,-7.0,@DAL,3.5,@TEN,-7.5,0.74898566133144
0.81,54.8,0.3,NYG,L,ARI,-2.0,HOU,-1.0,@WAS,3.0,ATL,-4.5,@PHI,1.5,@DAL,4.5,BYE,,IND,3.0,@SEA,10.0,SF,3.5,DAL,4.0,@JAX,-2.5,@TEN,-2.5,WAS,-7.0,@STL,6.5,PHI,1.0,0.18497846079116
0.8,53.8,0.2,BUF,W,MIA,-1.5,SD,-2.5,@HOU,3.0,@DET,4.5,NE,1.0,MIN,-6.0,@NYJ,3.0,BYE,,KC,-1.5,@MIA,4.0,NYJ,-2.5,CLE,-3.0,@DEN,8.5,GB,3.0,@OAK,-7.0,@NE,5.5,0.22710003230134
0.78,52.6,0.1,CAR,W,DET,-1.0,PIT,-3.0,@BAL,3.5,CHI,-1.0,@CIN,7.0,@GB,6.5,SEA,6.0,NO,3.0,@PHI,7.0,ATL,2.5,BYE,,@MIN,2.5,@NO,8.5,TB,-3.5,CLE,-5.5,@ATL,3.0,0.15605101345917
0.7,47.4,0.3,DET,L,@CAR,1.0,GB,-1.0,@NYJ,1.0,BUF,-4.5,@MIN,1.5,NO,-1.0,@ATL,-3.5,BYE,,MIA,-3.0,@ARI,-1.0,@NE,7.5,CHI,-7.5,TB,-10.5,MIN,-8.0,@CHI,-10.0,@GB,8.0,0.51955903189977
0.68,46.2,0.7,MIA,L,@BUF,1.5,KC,-5.5,@OAK,-3.5,BYE,,GB,2.5,@CHI,3.0,@JAX,-7.0,SD,-3.0,@DET,3.0,BUF,-4.0,@DEN,6.5,@NYJ,-6.5,BAL,-3.0,@NE,8.5,MIN,-4.5,NYJ,-7.0,0.51241589867916
0.66,45.2,0.9,ARI,W,@NYG,2.0,SF,3.0,BYE,,@DEN,8.0,WAS,-5.0,@OAK,-3.5,PHI,-1.0,@DAL,1.5,STL,-7.0,DET,1.0,@SEA,7.5,@ATL,-1.5,KC,2.5,@STL,6.0,SEA,9.5,@SF,6.5,0.18897836939253
0.62,42.1,0.1,PHI,W,@IND,3.0,WAS,-4.0,@SF,3.5,STL,-4.5,NYG,-1.5,BYE,,@ARI,1.0,@HOU,-2.0,CAR,-7.0,@GB,4.5,TEN,-12.5,@DAL,3.0,SEA,1.5,DAL,-3.5,@WAS,-7.5,@NYG,-1.0,0.45042635280886
0.62,42.2,0.3,PIT,L,@BAL,2.5,@CAR,3.0,TB,-7.5,@JAX,-5.5,@CLE,2.5,HOU,-3.0,IND,4.0,BAL,-2.5,@NYJ,-3.5,@TEN,-7.0,BYE,,NO,-3.5,@CIN,3.0,@ATL,-3.0,KC,-2.5,CIN,-3.0,0.42607126467919
0.6,40.0,0.1,OAK,L,HOU,3.0,@NE,14.0,MIA,3.5,BYE,,SD,7.5,ARI,3.5,@CLE,6.5,@SEA,13.5,DEN,11.5,@SD,10.5,KC,7.5,@STL,6.0,SF,8.0,@KC,11.0,BUF,7.0,@DEN,15.5,0.0
