EV,W_pct,P_pct,Team,Team_Result,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.23,78.8,6.5,CIN,W,STL,-10.5,@CLE,-9.0,PIT,-4.0,@SF,-9.5,@DEN,0.5,BAL,-9.5,0.78789259303258
1.19,78.5,12.6,GB,L,CHI,-7.5,@DET,-3.0,DAL,-6.0,@OAK,-4.0,@ARI,3.0,MIN,-5.0,0.45965210051103
1.14,78.1,20.2,ARI,W,@SF,-8.0,@STL,-5.5,MIN,-6.5,@PHI,-3.0,GB,-3.0,SEA,-3.5,0.55233087316632
1.1,68.9,2.3,CLE,L,BAL,-5.5,CIN,9.0,SF,-4.0,@SEA,9.5,@KC,7.5,PIT,3.5,0.1100352295585
1.07,68.0,5.7,JAX,L,SD,-5.0,@TEN,2.5,IND,-1.0,ATL,2.0,@NO,3.5,@HOU,3.5,0.010556516752485
1.04,65.9,2.2,NYJ,W,MIA,-4.5,@NYG,-2.5,TEN,-7.5,@DAL,2.0,NE,3.5,@BUF,2.0,0.24422622276863
0.98,61.7,2.7,HOU,W,NO,-3.0,@BUF,3.0,NE,7.0,@IND,3.0,@TEN,-1.5,JAX,-3.5,0.10760234528769
0.96,66.4,16.8,KC,W,BUF,-4.5,@OAK,-3.0,SD,-7.5,@BAL,-3.0,CLE,-7.5,OAK,-4.5,0.65230520968066
0.94,58.6,1.5,DET,W,PHI,-3.0,GB,3.0,@STL,3.5,@NO,3.5,SF,-4.5,@CHI,2.5,0.12777568431738
0.92,57.8,0.8,SEA,W,PIT,-3.0,@MIN,0.0,@BAL,-4.0,CLE,-9.5,STL,-7.0,@ARI,3.5,0.53242978924314
0.89,55.9,1.0,NE,L,@DEN,-2.5,PHI,-10.0,@HOU,-7.0,TEN,-15.0,@NYJ,-3.5,@MIA,-7.0,1.0
0.88,54.8,0.7,ATL,L,MIN,-2.0,@TB,2.0,@CAR,5.0,@JAX,-2.0,CAR,1.5,NO,-4.0,0.14229107103043
0.87,56.8,6.4,IND,W,TB,-3.0,@PIT,6.0,@JAX,1.0,HOU,-3.0,@MIA,3.0,TEN,-6.0,0.21496848993856
0.84,51.7,0.9,CAR,W,@DAL,-1.0,@NO,-7.0,ATL,-5.0,@NYG,-3.0,@ATL,-1.5,TB,-8.0,0.61021238305355
0.82,49.1,0.1,WAS,W,NYG,1.0,DAL,-4.5,@CHI,3.0,BUF,3.0,@PHI,6.5,@DAL,6.5,0.1332475360489
0.81,52.0,3.8,OAK,W,@TEN,-1.0,KC,3.0,@DEN,6.5,GB,4.0,SD,-4.0,@KC,4.5,0.12388211178434
0.79,48.0,1.0,TEN,L,OAK,1.0,JAX,-2.5,@NYJ,7.5,@NE,15.0,HOU,1.5,@IND,6.0,0.045333297134264
0.78,50.9,4.9,NYG,L,@WAS,-1.0,NYJ,2.5,@MIA,2.5,CAR,3.0,@MIN,4.0,PHI,-0.5,0.0080792554232822
0.76,48.3,2.5,DAL,L,CAR,1.0,@WAS,4.5,@GB,6.0,NYJ,-2.0,@BUF,3.0,WAS,-6.5,0.19515782864845
0.74,43.2,0.3,TB,L,@IND,3.0,ATL,-2.0,NO,-1.5,@STL,3.5,CHI,-3.0,@CAR,8.0,0.12247879612221
0.72,45.2,1.2,MIN,W,@ATL,2.0,SEA,0.0,@ARI,6.5,CHI,-6.5,NYG,-4.0,@GB,5.0,0.27818983061067
0.71,44.1,0.1,DEN,W,NE,2.5,@SD,-4.0,OAK,-6.5,@PIT,2.0,CIN,-0.5,SD,-9.5,0.50608031981878
0.68,42.2,0.1,PIT,L,@SEA,3.0,IND,-6.0,@CIN,4.0,DEN,-2.0,@BAL,-3.5,@CLE,-3.5,0.37391716117516
0.67,41.4,1.1,PHI,L,@DET,3.0,@NE,10.0,BUF,-3.0,ARI,3.0,WAS,-6.5,@NYG,0.5,0.22540487356298
0.65,33.6,0.2,BUF,L,@KC,4.5,HOU,-3.0,@PHI,3.0,@WAS,-3.0,DAL,-3.0,NYJ,-2.0,0.26035904307238
0.63,38.3,0.5,NO,L,@HOU,3.0,CAR,7.0,@TB,1.5,DET,-3.5,JAX,-3.5,@ATL,4.0,0.17371269878097
0.56,34.1,0.3,MIA,L,@NYJ,4.5,BAL,-4.0,NYG,-2.5,@SD,-1.0,IND,-3.0,NE,7.0,0.23414501077743
0.53,32.0,2.4,SD,W,@JAX,5.0,DEN,4.0,@KC,7.5,MIA,1.0,@OAK,4.0,@DEN,9.5,0.0
0.51,31.1,0.9,BAL,W,@CLE,5.5,@MIA,4.0,SEA,4.0,KC,3.0,PIT,3.5,@CIN,9.5,0.0
0.46,21.9,0.2,SF,L,ARI,8.0,@CHI,7.0,@CLE,4.0,CIN,9.5,@DET,4.5,STL,3.5,0.0
0.41,21.5,0.0,CHI,W,@GB,7.5,SF,-7.0,WAS,-3.0,@MIN,6.5,@TB,3.0,DET,-2.5,0.3029260123324
0.37,21.2,0.1,STL,L,@CIN,10.5,ARI,5.5,DET,-3.5,TB,-3.5,@SEA,7.0,@SF,-3.5,0.27310480498287
