EV,W_pct,P_pct,Team,Team_Result,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.2,80.8,10.2,NE,W,@SF,-10.5,@NYJ,-7.5,LAR,-12.0,BAL,-10.0,@DEN,-3.0,NYJ,-13.5,@MIA,-7.0,1.0
1.1,72.3,3.1,DAL,W,BAL,-7.0,WAS,-7.5,@MIN,-1.5,@NYG,-0.5,TB,-8.0,DET,-6.0,@PHI,-1.5,0.47725925929011
1.09,73.2,7.1,KC,L,TB,-7.0,@DEN,3.5,@ATL,3.0,OAK,-3.5,TEN,-5.0,DEN,-3.0,@SD,-1.5,0.23754114076893
1.07,69.7,2.2,SEA,W,PHI,-6.0,@TB,-5.5,CAR,-4.0,@GB,0.5,LAR,-7.5,ARI,-3.0,@SF,-7.5,0.57845767308489
1.06,69.8,2.9,OAK,W,HOU,-6.0,CAR,-3.5,BUF,-3.5,@KC,3.5,@SD,-1.0,IND,-5.5,@DEN,3.5,0.27034763069261
1.02,75.7,25.3,PIT,W,@CLE,-8.5,@IND,-3.0,NYG,-4.0,@BUF,-1.5,@CIN,1.5,BAL,-6.5,CLE,-13.5,0.53350180916329
0.98,63.3,0.6,CAR,W,NO,-3.5,@OAK,3.5,@SEA,4.0,SD,-4.0,@WAS,1.0,ATL,-1.5,@TB,-3.0,0.17595409631697
0.96,68.6,15.4,DET,W,JAX,-5.5,MIN,-2.5,@NO,3.5,CHI,-4.5,@NYG,3.5,@DAL,6.0,GB,1.0,0.13700524798944
0.92,71.7,30.2,NYG,W,CHI,-7.0,@CLE,-7.0,@PIT,4.0,DAL,0.5,DET,-3.5,@PHI,2.5,@WAS,2.5,0.22118822315915
0.9,58.6,0.9,IND,W,TEN,-3.0,PIT,3.0,@NYJ,1.5,HOU,-2.5,@MIN,4.0,@OAK,5.5,JAX,-4.0,0.12153968774822
0.89,57.4,0.1,WAS,W,GB,-3.0,@DAL,7.5,@ARI,4.0,@PHI,3.0,CAR,-1.0,@CHI,-3.0,NYG,-2.5,0.098902887393009
0.86,55.7,0.2,CIN,L,BUF,-2.5,@BAL,4.5,PHI,-3.5,@CLE,-7.0,PIT,-1.5,@HOU,-1.5,BAL,-5.0,0.37445936413559
0.83,53.8,0.3,MIN,W,ARI,-2.0,@DET,2.5,DAL,1.5,@JAX,-2.5,IND,-4.0,@GB,3.5,CHI,-6.0,0.25059340871772
0.79,51.2,0.3,LAR,L,MIA,-1.0,@NO,7.5,@NE,12.0,ATL,3.0,@SEA,7.5,SF,-6.0,ARI,3.5,0.11816893157322
0.76,48.8,0.3,MIA,W,@LAR,1.0,SF,-7.5,@BAL,3.0,ARI,3.0,@NYJ,0.5,@BUF,3.5,NE,7.0,0.16082806032457
0.72,46.2,0.1,ARI,L,@MIN,2.0,@ATL,4.0,WAS,-4.0,@MIA,-3.0,NO,-4.0,@SEA,3.0,@LAR,-3.5,0.31576576348061
0.69,44.3,0.0,BUF,W,@CIN,2.5,JAX,-7.5,@OAK,3.5,PIT,1.5,CLE,-9.5,MIA,-3.5,@NYJ,-1.5,0.42568069970956
0.66,42.6,0.2,GB,L,@WAS,3.0,@PHI,3.5,HOU,-4.5,SEA,-0.5,@CHI,-3.5,MIN,-3.5,@DET,-1.0,0.27942596490839
0.65,41.4,0.1,TEN,L,@IND,3.0,@CHI,-3.0,BYE,,DEN,2.5,@KC,5.0,@JAX,-1.0,HOU,-3.0,0.13641258460226
0.63,28.3,0.0,CHI,L,@NYG,7.0,TEN,3.0,SF,-3.5,@DET,4.5,GB,3.5,WAS,3.0,@MIN,6.0,0.079299044886391
0.59,31.4,0.1,JAX,L,@DET,5.5,@BUF,7.5,DEN,4.0,MIN,2.5,@HOU,4.5,TEN,1.0,@IND,4.0,0.0
0.57,36.7,0.1,NO,L,@CAR,3.5,LAR,-7.5,DET,-3.5,@TB,-2.5,@ARI,4.0,TB,-6.5,@ATL,3.5,0.39156230720738
0.54,24.3,0.0,CLE,L,PIT,8.5,NYG,7.0,BYE,,CIN,7.0,@BUF,9.5,SD,3.5,@PIT,13.5,0.0
0.49,30.2,0.1,HOU,L,@OAK,6.0,SD,0.0,@GB,4.5,@IND,2.5,JAX,-4.5,CIN,1.5,@TEN,3.0,0.11517152045413
0.49,30.3,0.0,PHI,L,@SEA,6.0,GB,-3.5,@CIN,3.5,WAS,-3.0,@BAL,1.5,NYG,-2.5,DAL,1.5,0.16331834570617
0.46,26.8,0.0,TB,W,@KC,7.0,SEA,5.5,@SD,4.0,NO,2.5,@DAL,8.0,@NO,6.5,CAR,3.0,0.0
0.45,27.7,0.0,BAL,L,@DAL,7.0,CIN,-4.5,MIA,-3.0,@NE,10.0,PHI,-1.5,@PIT,6.5,@CIN,5.0,0.16941325332628
0.35,19.2,0.0,SF,L,NE,10.5,@MIA,7.5,@CHI,3.5,NYJ,1.5,@ATL,9.5,@LAR,6.0,SEA,7.5,0.0
,,,ATL,,BYE,,ARI,-4.0,KC,-3.0,@LAR,-3.0,SF,-9.5,@CAR,1.5,NO,-3.5,0.46126142148249
,,,DEN,,BYE,,KC,-3.5,@JAX,-4.0,@TEN,-2.5,NE,3.0,@KC,3.0,OAK,-3.5,0.26002941252515
,,,NYJ,,BYE,,NE,7.5,IND,-1.5,@SF,-1.5,MIA,-0.5,@NE,13.5,BUF,1.5,0.050299984109043
,,,SD,,BYE,,@HOU,0.0,TB,-4.0,@CAR,4.0,OAK,1.0,@CLE,-3.5,KC,1.5,0.16714826088904
