EV,W_pct,P_pct,Team,Team_Result,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.1,71.7,3.1,TB,W,@PHI,-7.0,CHI,-13.0,@NO,-3.0,BYE,,@WAS,-6.5,NYG,-13.5,@IND,-6.5,@ATL,-9.5,BUF,-3.0,NO,-7.0,@CAR,-6.5,@NYJ,-13.5,CAR,-10.5,0.91174634419133
1.07,69.0,1.0,BUF,L,@TEN,-6.0,BYE,,MIA,-13.5,@JAX,-13.5,@NYJ,-13.5,IND,-9.5,@NO,-3.0,NE,-9.5,@TB,3.0,CAR,-10.0,@NE,-5.0,ATL,-13.5,NYJ,-17.0,1.0
1.05,81.1,35.4,IND,W,HOU,-10.5,@SF,4.0,TEN,-1.5,NYJ,-8.0,JAX,-9.5,@BUF,9.5,TB,6.5,@HOU,-6.5,BYE,,NE,-2.5,@ARI,7.0,LV,-3.0,@JAX,-4.0,0.36140637579991
1.03,67.6,3.7,GB,W,@CHI,-5.5,WAS,-9.5,@ARI,3.0,@KC,4.0,SEA,-6.0,@MIN,-1.5,LAR,-1.0,BYE,,CHI,-9.5,@BAL,3.5,CLE,-3.0,MIN,-6.0,@DET,-9.5,0.45762987197038
1.03,65.7,0.5,DEN,L,LV,-5.0,@CLE,3.5,WAS,-4.0,@DAL,4.0,PHI,-6.0,BYE,,LAC,-0.5,@KC,7.0,DET,-10.5,CIN,-4.0,@LV,0.5,@LAC,4.5,KC,3.0,0.27090734297157
1.0,70.4,13.2,KC,W,@WAS,-6.5,@TEN,-4.5,NYG,-12.0,GB,-4.0,@LV,-4.0,DAL,-4.0,BYE,,DEN,-7.0,LV,-9.5,@LAC,1.0,PIT,-8.0,@CIN,-4.5,@DEN,-3.0,0.66004423021255
0.99,66.0,5.1,PIT,W,SEA,-5.0,BYE,,@CLE,5.5,CHI,-4.0,DET,-9.5,@LAC,6.5,@CIN,2.0,BAL,3.5,@MIN,3.5,TEN,-2.0,@KC,8.0,CLE,2.0,@BAL,7.0,0.15417724300657
0.98,63.9,2.2,CIN,W,@DET,-4.0,@BAL,6.5,@NYJ,-4.0,CLE,3.0,BYE,,@LV,2.5,PIT,-2.0,LAC,3.0,SF,0.5,@DEN,4.0,BAL,3.5,KC,4.5,@CLE,6.5,0.062080817514194
0.98,63.8,2.3,DAL,W,@NE,-3.5,BYE,,@MIN,-1.0,DEN,-4.0,ATL,-9.5,@KC,4.0,LV,-6.5,@NO,1.5,@WAS,-3.0,@NYG,-4.5,WAS,-6.5,ARI,-2.0,@PHI,-3.5,0.42585187235366
0.95,74.8,31.3,LAR,W,@NYG,-7.5,DET,-16.0,@HOU,-14.5,TEN,-7.0,@SF,-2.0,BYE,,@GB,1.0,JAX,-15.0,@ARI,2.0,SEA,-6.5,@MIN,-3.0,@BAL,3.0,SF,-6.0,0.64465794708419
0.94,59.9,0.1,BAL,W,LAC,-3.0,CIN,-6.5,BYE,,MIN,-7.0,@MIA,-5.5,@CHI,-4.5,CLE,-3.5,@PIT,-3.5,@CLE,1.5,GB,-3.5,@CIN,-3.5,LAR,-3.0,PIT,-7.0,0.52817371444919
0.91,57.9,0.1,CLE,L,ARI,-3.0,DEN,-3.5,PIT,-5.5,@CIN,-3.0,@NE,-2.5,DET,-13.5,@BAL,3.5,BYE,,BAL,-1.5,LV,-7.0,@GB,3.0,@PIT,-2.0,CIN,-6.5,0.44242172374496
0.88,55.8,0.1,MIN,W,@CAR,-2.5,BYE,,DAL,1.0,@BAL,7.0,@LAC,6.0,GB,1.5,@SF,3.5,@DET,-6.0,PIT,-3.5,@CHI,-1.0,LAR,3.0,@GB,6.0,CHI,-5.0,0.16353801293417
0.83,53.4,0.8,MIA,L,JAX,-2.5,ATL,2.5,@BUF,13.5,HOU,-8.0,BAL,5.5,@NYJ,-3.0,CAR,-1.5,NYG,-3.5,BYE,,NYJ,-7.0,@NO,7.0,@TEN,6.0,NE,-0.5,0.24642499992307
0.74,46.6,0.2,JAX,W,MIA,2.5,BYE,,@SEA,9.5,BUF,13.5,@IND,9.5,SF,7.0,ATL,3.0,@LAR,15.0,@TEN,10.5,HOU,-3.5,@NYJ,3.0,@NE,9.5,IND,4.0,0.037615066487566
0.69,44.2,0.3,CAR,L,MIN,2.5,@NYG,-2.5,@ATL,-0.5,NE,-2.0,@ARI,7.5,WAS,-3.0,@MIA,1.5,BYE,,ATL,-5.0,@BUF,10.0,TB,6.5,@NO,6.0,@TB,10.5,0.12655673596571
0.66,42.1,0.1,ARI,W,@CLE,3.0,HOU,-17.0,GB,-3.0,@SF,-1.0,CAR,-7.5,@SEA,-1.5,BYE,,@CHI,-4.5,LAR,-2.0,@DET,-9.5,IND,-7.0,@DAL,2.0,SEA,-5.0,0.57696923386513
0.63,40.1,0.0,LAC,L,@BAL,3.0,BYE,,NE,-7.0,@PHI,-3.5,MIN,-6.0,PIT,-6.5,@DEN,0.5,@CIN,-3.0,NYG,-9.5,KC,-1.0,@HOU,-10.5,DEN,-4.5,@LV,-3.0,0.57621289927408
0.61,25.2,0.0,NYG,L,LAR,7.5,CAR,2.5,@KC,12.0,LV,1.5,BYE,,@TB,13.5,PHI,-1.0,@MIA,3.5,@LAC,9.5,DAL,4.5,@PHI,4.0,@CHI,3.5,WAS,1.0,0.0049841521192108
0.59,36.2,0.0,NE,L,DAL,3.5,NYJ,-7.5,@LAC,7.0,@CAR,2.0,CLE,2.5,@ATL,-1.0,TEN,-2.0,@BUF,9.5,BYE,,@IND,2.5,BUF,5.0,JAX,-9.5,@MIA,0.5,0.19964604231603
0.58,36.1,0.1,DET,L,CIN,4.0,@LAR,16.0,PHI,3.5,BYE,,@PIT,9.5,@CLE,13.5,CHI,3.5,MIN,6.0,@DEN,10.5,ARI,9.5,@ATL,6.5,@SEA,10.5,GB,9.5,0.0
0.58,34.0,0.0,SEA,L,@PIT,5.0,NO,5.0,JAX,-9.5,BYE,,@GB,6.0,ARI,1.5,@WAS,0.5,SF,-3.0,@HOU,-8.0,@LAR,6.5,CHI,-6.5,DET,-10.5,@ARI,5.0,0.38918222523935
0.57,29.6,0.0,WAS,L,KC,6.5,@GB,9.5,@DEN,4.0,BYE,,TB,6.5,@CAR,3.0,SEA,-0.5,@LV,3.0,DAL,3.0,@PHI,2.5,@DAL,6.5,PHI,-3.5,@NYG,-1.0,0.046221438643439
0.54,34.3,0.0,LV,W,@DEN,5.0,PHI,-3.0,BYE,,@NYG,-1.5,KC,4.0,CIN,-2.5,@DAL,6.5,WAS,-3.0,@KC,9.5,@CLE,7.0,DEN,-0.5,@IND,3.0,LAC,3.0,0.096289235614972
0.54,32.4,0.0,CHI,L,GB,5.5,@TB,13.0,SF,2.5,@PIT,4.0,BYE,,BAL,4.5,@DET,-3.5,ARI,4.5,@GB,9.5,MIN,1.0,@SEA,6.5,NYG,-3.5,@MIN,5.0,0.077840785725537
0.52,18.9,0.0,HOU,L,@IND,10.5,@ARI,17.0,LAR,14.5,@MIA,8.0,BYE,,@TEN,11.0,NYJ,-1.0,IND,6.5,SEA,8.0,@JAX,3.5,LAC,10.5,@SF,13.5,TEN,7.0,0.0072519455155171
0.49,31.0,0.0,TEN,W,BUF,6.0,KC,4.5,@IND,1.5,@LAR,7.0,NO,-1.0,HOU,-11.0,@NE,2.0,BYE,,JAX,-10.5,@PIT,2.0,SF,-2.0,MIA,-6.0,@HOU,-7.0,0.38305312488971
0.47,28.3,0.0,PHI,L,TB,7.0,@LV,3.0,@DET,-3.5,LAC,3.5,@DEN,6.0,NO,3.0,@NYG,1.0,@NYJ,-3.5,BYE,,WAS,-2.5,NYG,-4.0,@WAS,3.5,DAL,3.5,0.13604637390689
,,0.0,ATL,,BYE,,@MIA,-2.5,CAR,0.5,@NO,7.5,@DAL,9.5,NE,1.0,@JAX,-3.0,TB,9.5,@CAR,5.0,@SF,7.0,DET,-6.5,@BUF,13.5,NO,3.5,0.11596780933603
,,0.0,NO,,BYE,,@SEA,-5.0,TB,3.0,ATL,-7.5,@TEN,1.0,@PHI,-3.0,BUF,3.0,DAL,-1.5,@NYJ,-7.0,@TB,7.0,MIA,-7.0,CAR,-6.0,@ATL,-3.5,0.43815697114316
,,0.0,NYJ,,BYE,,@NE,7.5,CIN,4.0,@IND,8.0,BUF,13.5,MIA,3.0,@HOU,1.0,PHI,3.5,NO,7.0,@MIA,7.0,JAX,-3.0,TB,13.5,@BUF,17.0,0.032560833195894
,,0.0,SF,,BYE,,IND,-4.0,@CHI,-2.5,ARI,1.0,LAR,2.0,@JAX,-7.0,MIN,-3.5,@SEA,3.0,@CIN,-0.5,ATL,-7.0,@TEN,2.0,HOU,-13.5,@LAR,6.0,0.37767078761806
