EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.16,75.2,5.7,DET,L,TB,-7.5,@ARI,-3.0,SEA,-5.5,BYE,,@DAL,1.0,@MIN,-3.5,TEN,-7.5,@GB,1.5,@HOU,1.5,JAX,-4.0,@IND,-2.5,CHI,-4.5,GB,-3.0,BUF,-2.5,@CHI,-1.5,@SF,5.0,MIN,-5.5,0.50360722335851
1.12,71.5,2.4,KC,W,CIN,-6.5,@ATL,-3.5,@LAC,-4.0,NO,-8.0,BYE,,@SF,1.5,@LV,-5.5,TB,-7.5,DEN,-9.5,@BUF,-1.0,@CAR,-7.5,LV,-7.5,LAC,-6.5,@CLE,-2.5,HOU,-4.0,@PIT,-5.5,@DEN,-4.0,0.97700827770457
1.09,70.9,5.1,DAL,L,NO,-6.5,BAL,1.0,@NYG,-6.5,@PIT,-2.0,DET,-1.0,BYE,,@SF,5.5,@ATL,-1.0,PHI,-1.5,HOU,-2.5,@WSH,-3.5,NYG,-8.5,CIN,-1.5,@CAR,-6.0,TB,-5.0,@PHI,2.5,WSH,-5.5,0.54798975494097
1.06,78.6,30.5,BAL,L,LV,-8.5,@DAL,-1.0,BUF,-3.0,@CIN,1.5,WSH,-8.5,@TB,-4.5,@CLE,-1.0,DEN,-10.5,CIN,-3.0,@PIT,-3.0,@LAC,-3.0,PHI,-3.5,BYE,,@NYG,-6.5,PIT,-6.0,@HOU,-1.5,CLE,-4.5,0.71642525475404
1.04,70.3,10.7,HOU,W,CHI,-6.0,@MIN,-2.5,JAX,-3.5,BUF,-1.5,@NE,-4.5,@GB,2.0,IND,-4.0,@NYJ,2.0,DET,-1.5,@DAL,2.5,TEN,-6.5,@JAX,1.0,BYE,,MIA,-2.5,@KC,4.0,BAL,1.5,@TEN,-3.0,0.35380977697317
1.04,68.3,6.8,PHI,L,ATL,-5.5,@NO,2.5,@TB,-3.0,BYE,,CLE,-3.0,@NYG,-5.0,@CIN,2.5,JAX,-4.0,@DAL,1.5,WSH,-7.0,@LAR,1.0,@BAL,3.5,CAR,-8.0,PIT,-4.5,@WSH,-3.5,DAL,-2.5,NYG,-5.0,0.57630914844701
1.02,65.6,2.5,SF,L,@MIN,-4.0,@LAR,-7.5,NE,-11.5,ARI,-9.5,@SEA,-5.5,KC,-1.5,DAL,-5.5,BYE,,@TB,-7.0,SEA,-9.0,@GB,-2.5,@BUF,-2.0,CHI,-6.0,LAR,-7.0,@MIA,-1.5,DET,-5.0,@ARI,-4.0,1.0
0.98,63.3,2.6,NYJ,W,@TEN,-4.0,NE,-6.5,DEN,-7.5,MIN,-4.0,BUF,-1.5,@PIT,-1.0,@NE,-4.5,HOU,-2.0,@ARI,-3.0,IND,-4.0,BYE,,SEA,-4.5,@MIA,2.5,@JAX,-1.0,LAR,-3.0,@BUF,2.5,MIA,-3.0,0.55190463511872
0.95,60.4,1.4,JAX,L,CLE,-3.0,@BUF,5.5,@HOU,3.5,IND,-2.0,CHI,-1.5,NE,-6.5,GB,1.0,@PHI,4.0,MIN,-4.0,@DET,4.0,BYE,,HOU,-1.0,@TEN,-1.5,NYJ,1.0,@LV,-1.0,TEN,-4.0,@IND,2.0,0.21700943944303
0.94,59.8,0.9,SEA,W,@NE,-3.0,MIA,-4.5,@DET,5.5,NYG,-3.5,SF,5.5,@ATL,3.5,BUF,3.0,LAR,1.5,BYE,,@SF,9.0,ARI,-3.0,@NYJ,4.5,@ARI,1.0,GB,1.0,MIN,-3.0,@CHI,3.5,@LAR,5.5,0.16976840302778
0.9,57.6,1.2,PIT,W,@DEN,-2.5,LAC,-1.5,@IND,1.5,DAL,2.0,@LV,-1.0,NYJ,1.0,NYG,-4.5,BYE,,@WSH,-1.5,BAL,3.0,@CLE,3.0,@CIN,5.5,CLE,0.0,@PHI,4.5,@BAL,6.0,KC,5.5,CIN,1.0,0.083011437005872
0.89,56.2,0.3,MIA,L,BUF,-2.5,@SEA,4.5,TEN,-6.5,@NE,-4.5,BYE,,@IND,-1.5,ARI,-6.5,@BUF,3.0,@LAR,1.0,LV,-6.5,NE,-7.5,@GB,3.0,NYJ,-2.5,@HOU,2.5,SF,1.5,@CLE,2.0,@NYJ,3.0,0.44121990805955
0.89,66.1,23.1,LAC,W,@CAR,-4.5,@PIT,1.5,KC,4.0,BYE,,@DEN,-3.0,@ARI,1.0,NO,-3.5,@CLE,4.0,TEN,-4.0,CIN,2.0,BAL,3.0,@ATL,3.0,@KC,6.5,TB,-3.0,DEN,-4.5,@NE,-3.0,@LV,-1.0,0.24183369761859
0.87,56.0,2.5,IND,L,@GB,-2.5,CHI,-1.0,PIT,-1.5,@JAX,2.0,@TEN,-1.5,MIA,1.5,@HOU,4.0,@MIN,1.0,BUF,2.5,@NYJ,4.0,DET,2.5,@NE,-3.5,BYE,,@DEN,-2.5,TEN,-4.0,@NYG,-2.0,JAX,-2.0,0.17545843971738
0.82,53.2,2.6,WSH,W,NYG,-1.5,@CIN,7.5,@ARI,3.0,CLE,3.5,@BAL,8.5,CAR,-3.0,CHI,2.5,@NYG,1.5,PIT,1.5,@PHI,7.0,DAL,3.5,TEN,-1.5,BYE,,@NO,3.0,PHI,3.5,ATL,2.5,@DAL,5.5,0.050138414396986
0.79,50.0,0.2,ARI,W,LAR,1.0,DET,3.0,WSH,-3.0,@SF,9.5,@GB,5.0,LAC,-1.0,@MIA,6.5,CHI,1.5,NYJ,3.0,BYE,,@SEA,3.0,@MIN,2.0,SEA,-1.0,NE,-4.0,@CAR,-1.0,@LAR,6.0,SF,4.0,0.10075119675158
0.79,50.0,0.4,LAR,L,@ARI,-1.0,SF,7.5,@CHI,1.5,GB,-1.5,BYE,,LV,-5.0,MIN,-4.0,@SEA,-1.5,MIA,-1.0,@NE,-4.5,PHI,-1.0,@NO,-1.5,BUF,1.0,@SF,7.0,@NYJ,3.0,ARI,-6.0,SEA,-5.5,0.36142950432579
0.76,46.8,0.2,NYG,L,@WSH,1.5,@CLE,6.5,DAL,6.5,@SEA,3.5,CIN,5.5,PHI,5.0,@PIT,4.5,WSH,-1.5,CAR,-1.5,BYE,,TB,1.0,@DAL,8.5,NO,-1.0,BAL,6.5,@ATL,5.0,IND,2.0,@PHI,5.0,0.02447656127738
0.71,44.0,0.1,GB,W,IND,2.5,@TEN,3.0,MIN,-1.5,@LAR,1.5,ARI,-5.0,HOU,-2.0,@JAX,-1.0,DET,-1.5,BYE,,@CHI,0.0,SF,2.5,MIA,-3.0,@DET,3.0,@SEA,-1.0,NO,-5.5,@MIN,-2.5,CHI,-3.5,0.26626167660995
0.7,33.9,0.0,CAR,L,LAC,4.5,@LV,5.5,CIN,7.0,@CHI,5.5,ATL,3.5,@WSH,3.0,@DEN,2.5,NO,1.0,NYG,1.5,BYE,,KC,7.5,TB,2.0,@PHI,8.0,DAL,6.0,ARI,1.0,@TB,5.5,@ATL,6.5,0.0
0.69,43.8,0.2,BUF,W,@MIA,2.5,JAX,-5.5,@BAL,3.0,@HOU,1.5,@NYJ,1.5,TEN,-7.5,@SEA,-3.0,MIA,-3.0,@IND,-2.5,KC,1.0,BYE,,SF,2.0,@LAR,-1.0,@DET,2.5,NE,-9.0,NYJ,-2.5,@NE,-3.5,0.43620959503232
0.68,42.4,0.1,DEN,L,PIT,2.5,@TB,7.0,@NYJ,7.5,LV,-1.5,LAC,3.0,@NO,4.0,CAR,-2.5,@BAL,10.5,@KC,9.5,ATL,3.0,@LV,2.5,CLE,3.5,BYE,,IND,2.5,@LAC,4.5,@CIN,8.5,KC,4.0,0.022062427688239
0.64,40.2,0.1,NE,L,SEA,3.0,@NYJ,6.5,@SF,11.5,MIA,4.5,HOU,4.5,JAX,6.5,NYJ,4.5,@TEN,3.5,@CHI,6.0,LAR,4.5,@MIA,7.5,IND,3.5,BYE,,@ARI,4.0,@BUF,9.0,LAC,3.0,BUF,3.5,0.0
0.64,39.6,0.0,CLE,W,@JAX,3.0,NYG,-6.5,@LV,-1.5,@WSH,-3.5,@PHI,3.0,CIN,1.0,BAL,1.0,LAC,-4.0,BYE,,@NO,-2.5,PIT,-3.0,@DEN,-3.5,@PIT,0.0,KC,2.5,@CIN,4.0,MIA,-2.0,@BAL,4.5,0.30343687587372
