EV,W_pct,P_pct,Team,Team_Result,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.26,86.4,15.3,NE,W,LAR,-13.0,BAL,-7.0,@DEN,-2.5,NYJ,-13.5,@MIA,-6.0,1.0
1.14,78.1,10.6,SEA,W,CAR,-9.0,@GB,-2.5,LAR,-9.5,ARI,-5.5,@SF,-9.0,0.99512066823259
1.09,72.6,2.6,PIT,W,NYG,-6.5,@BUF,-2.0,@CIN,-3.5,BAL,-6.5,CLE,-14.0,0.90263421469904
1.05,72.6,9.9,NO,L,DET,-6.5,@TB,2.5,@ARI,2.0,TB,-5.0,@ATL,3.5,0.21063820720393
1.03,73.3,16.3,GB,W,HOU,-6.5,SEA,2.5,@CHI,-4.0,MIN,-4.0,@DET,-0.5,0.35383937269213
1.0,66.4,3.1,ATL,L,KC,-5.0,@LAR,-5.5,SF,-10.5,@CAR,-1.0,NO,-3.5,0.78870176264389
0.95,62.9,1.2,BAL,W,MIA,-3.5,@NE,7.0,PHI,-2.5,@PIT,6.5,@CIN,2.0,0.070563681824153
0.94,62.3,2.3,SD,L,TB,-3.5,@CAR,1.0,OAK,-1.0,@CLE,-6.0,KC,-1.0,0.27006769000823
0.88,58.4,2.1,DAL,W,@MIN,-3.0,@NYG,-3.0,TB,-8.0,DET,-6.5,@PHI,-2.5,0.7792142619082
0.86,56.8,0.6,ARI,W,WAS,-2.5,@MIA,1.0,NO,-2.0,@SEA,5.5,@LAR,-2.5,0.13499193915098
0.86,64.0,19.8,DEN,W,@JAX,-3.5,@TEN,-1.0,NE,2.5,@KC,2.0,OAK,-3.0,0.10876932271478
0.83,59.5,11.8,OAK,W,BUF,-3.0,@KC,3.0,@SD,1.0,IND,-6.5,@DEN,3.0,0.24561520835013
0.83,54.0,0.2,NYJ,L,IND,-1.0,@SF,2.5,MIA,0.5,@NE,13.5,BUF,3.0,0.0
0.81,53.3,0.3,CIN,W,PHI,-2.0,@CLE,-5.5,PIT,3.5,@HOU,1.0,BAL,-2.0,0.27506284040733
0.77,50.5,0.5,SF,L,@CHI,0.0,NYJ,-2.5,@ATL,10.5,@LAR,4.5,SEA,9.0,0.10388352951297
0.75,49.5,1.2,CHI,W,SF,0.0,@DET,7.5,GB,4.0,WAS,3.5,@MIN,6.5,0.0
0.71,46.7,0.4,PHI,L,@CIN,2.0,WAS,0.0,@BAL,2.5,NYG,-1.5,DAL,2.5,0.041940323657197
0.7,46.0,0.8,IND,W,@NYJ,1.0,HOU,-6.0,@MIN,3.5,@OAK,6.5,JAX,-4.0,0.40521618071748
0.69,40.5,0.1,BUF,L,@OAK,3.0,PIT,2.0,CLE,-10.5,MIA,-4.0,@NYJ,-3.0,0.63501685661647
0.67,36.0,0.0,JAX,L,DEN,3.5,MIN,3.5,@HOU,3.5,TEN,2.0,@IND,4.0,0.0
0.66,43.2,0.2,WAS,L,@ARI,2.5,@PHI,0.0,CAR,-3.0,@CHI,-3.5,NYG,-3.0,0.35867231547924
0.65,41.6,0.3,MIN,L,DAL,3.0,@JAX,-3.5,IND,-3.5,@GB,4.0,CHI,-6.5,0.54281013989688
0.59,37.7,0.1,TB,W,@SD,3.5,NO,-2.5,@DAL,8.0,@NO,5.0,CAR,1.0,0.068088038760047
0.57,37.1,0.0,MIA,L,@BAL,3.5,ARI,-1.0,@NYJ,-0.5,@BUF,4.0,NE,6.0,0.043357806399676
0.53,33.6,0.1,KC,W,@ATL,5.0,OAK,-3.0,TEN,-4.0,DEN,-2.0,@SD,1.0,0.38512433641454
0.5,26.7,0.0,HOU,L,@GB,6.5,@IND,6.0,JAX,-3.5,CIN,-1.0,@TEN,3.5,0.17455700909949
0.47,27.4,0.1,DET,W,@NO,6.5,CHI,-7.5,@NYG,3.5,@DAL,6.5,GB,0.5,0.30021599536344
0.43,27.4,0.0,NYG,L,@PIT,6.5,DAL,3.0,DET,-3.5,@PHI,1.5,@WAS,3.0,0.15321586903164
0.39,21.9,0.0,CAR,L,@SEA,9.0,SD,-1.0,@WAS,3.0,ATL,1.0,@TB,-1.0,0.054202866219074
0.26,13.6,0.0,LAR,L,@NE,13.0,ATL,5.5,@SEA,9.5,SF,-4.5,ARI,2.5,0.19033608257089
,,,CLE,,BYE,,CIN,5.5,@BUF,10.5,SD,6.0,@PIT,14.0,0.0
,,,TEN,,BYE,,DEN,1.0,@KC,4.0,@JAX,-2.0,HOU,-3.5,0.21576269678787
