EV,W_pct,P_pct,Team,Team_Result,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.82,60.2,1.5,NO,W,@DET,-3.0,LAC,-7.5,BYE,,CAR,-9.5,@CHI,-0.5,@TB,3.5,SF,-3.0,ATL,-7.5,@DEN,-6.0,@ATL,-3.5,@PHI,-3.0,KC,3.5,MIN,-7.0,@CAR,-5.0,0.49205137971681
0.82,59.7,0.8,ARI,L,@CAR,-3.0,@NYJ,-7.0,@DAL,3.0,SEA,-0.5,BYE,,MIA,-8.0,BUF,-1.0,@SEA,4.0,@NE,3.0,LAR,-2.0,@NYG,-7.0,PHI,-6.0,SF,-2.5,@LAR,3.0,0.29586280023376
0.72,52.2,0.4,NYJ,L,DEN,-1.0,ARI,7.0,@MIA,7.0,BUF,9.5,@KC,17.5,NE,8.0,BYE,,@LAC,9.5,MIA,3.0,LV,6.0,@SEA,14.0,@LAR,13.5,CLE,7.0,@NE,13.5,0.0
0.71,52.0,0.7,CIN,W,JAX,-1.0,@BAL,13.5,@IND,10.5,CLE,4.0,TEN,6.5,BYE,,@PIT,12.0,@WAS,2.5,NYG,-3.5,@MIA,3.5,DAL,6.5,PIT,7.5,@HOU,7.0,BAL,10.0,0.031370760283943
0.67,48.0,0.1,JAX,L,@CIN,1.0,@HOU,6.5,DET,3.0,@LAC,7.0,BYE,,HOU,3.0,@GB,13.0,PIT,7.5,CLE,4.0,@MIN,6.0,TEN,6.5,@BAL,14.0,CHI,3.5,@IND,10.5,0.0
0.66,47.8,1.1,DEN,W,@NYJ,1.0,BYE,,@NE,9.5,KC,10.5,LAC,3.0,@ATL,4.0,@LV,6.5,MIA,-3.0,NO,6.0,@KC,15.0,@CAR,2.5,BUF,6.5,@LAC,6.5,LV,3.0,0.018980996038523
0.56,40.3,0.0,CAR,W,ARI,3.0,@ATL,3.5,CHI,3.5,@NO,9.5,ATL,0.5,@KC,14.5,TB,7.0,DET,1.5,@MIN,4.0,BYE,,DEN,-2.5,@GB,10.5,@WAS,1.5,NO,5.0,0.017979643565157
0.56,39.8,0.0,DET,L,NO,3.0,BYE,,@JAX,-3.0,@ATL,2.0,IND,3.5,@MIN,3.0,WAS,-6.5,@CAR,-1.5,HOU,-1.5,@CHI,4.0,GB,4.5,@TEN,6.5,TB,4.0,MIN,-3.0,0.11631730589432
0.54,37.9,0.0,CLE,W,@DAL,3.5,IND,2.5,@PIT,6.5,@CIN,-4.0,LV,-3.5,BYE,,HOU,-3.5,PHI,-4.0,@JAX,-4.0,@TEN,3.5,BAL,4.0,@NYG,-6.0,@NYJ,-7.0,PIT,3.0,0.31879863879909
0.54,38.6,0.0,MIN,W,@HOU,3.5,@SEA,7.5,ATL,-3.0,BYE,,@GB,9.5,DET,-3.0,@CHI,4.0,DAL,3.0,CAR,-4.0,JAX,-6.0,@TB,8.5,CHI,0.5,@NO,7.0,@DET,3.0,0.14085400267162
0.53,38.6,0.0,LV,L,BUF,3.0,@KC,13.5,BYE,,TB,3.5,@CLE,3.5,@LAC,2.5,DEN,-6.5,KC,7.5,@ATL,1.0,@NYJ,-6.0,IND,3.0,LAC,-3.0,MIA,-5.0,@DEN,-3.0,0.20299579386824
0.53,34.7,0.0,MIA,L,SEA,4.5,@SF,8.0,NYJ,-7.0,BYE,,LAR,4.5,@ARI,8.0,LAC,2.0,@DEN,3.0,@NYJ,-3.0,CIN,-3.5,KC,10.0,NE,4.0,@LV,5.0,@BUF,9.5,0.12494499530782
0.53,38.1,0.2,CHI,L,IND,3.5,TB,5.5,@CAR,-3.5,@LAR,4.0,NO,0.5,@TEN,4.0,MIN,-4.0,BYE,,@GB,6.5,DET,-4.0,HOU,-3.5,@MIN,-0.5,@JAX,-3.5,GB,3.0,0.17560573874273
0.47,32.9,0.0,ATL,L,@GB,5.0,CAR,-3.5,@MIN,3.0,DET,-2.0,@CAR,-0.5,DEN,-4.0,BYE,,@NO,7.5,LV,-1.0,NO,3.5,@LAC,3.5,TB,5.0,@KC,13.5,@TB,9.5,0.099826617331052
0.37,12.7,0.0,NYG,L,@LAR,13.5,@DAL,9.5,WAS,-1.5,@PHI,7.0,TB,9.5,@WAS,3.0,PHI,3.5,BYE,,@CIN,3.5,@SEA,13.5,ARI,7.0,CLE,6.0,@BAL,15.0,DAL,7.0,0.011969487341481
0.36,24.3,0.0,LAC,L,@TB,7.5,@NO,7.5,BYE,,JAX,-7.0,@DEN,-3.0,LV,-2.5,@MIA,-2.0,NYJ,-9.5,@BUF,7.0,NE,2.0,ATL,-3.5,@LV,3.0,DEN,-6.5,@KC,11.5,0.29237295713748
0.33,23.4,0.0,PHI,W,@SF,9.5,@PIT,7.5,BAL,7.0,NYG,-7.0,DAL,3.0,BYE,,@NYG,-3.5,@CLE,4.0,SEA,3.5,@GB,8.0,NO,3.0,@ARI,6.0,@DAL,6.5,WAS,-6.0,0.157462400533
0.25,12.3,0.0,WAS,L,BAL,14.5,LAR,7.5,@NYG,1.5,DAL,6.5,BYE,,NYG,-3.0,@DET,6.5,CIN,-2.5,@DAL,10.0,@PIT,13.0,@SF,9.5,SEA,7.0,CAR,-1.5,@PHI,6.0,0.056214236783847
0.22,16.0,0.0,NE,L,@KC,12.0,BYE,,DEN,-9.5,SF,-3.0,@BUF,3.5,@NYJ,-8.0,BAL,3.0,@HOU,-1.0,ARI,-3.0,@LAC,-2.0,@LAR,3.0,@MIA,-4.0,BUF,-1.5,NYJ,-13.5,0.37322669582816
,,0.0,PIT,,BYE,,PHI,-7.5,CLE,-6.5,@TEN,0.5,@BAL,4.0,@DAL,0.5,CIN,-12.0,@JAX,-7.5,BAL,0.5,WAS,-13.0,@BUF,2.0,@CIN,-7.5,IND,-3.5,@CLE,-3.0,0.52281065904723
,,0.0,TEN,,BYE,,BUF,-1.5,HOU,-4.5,PIT,-0.5,@CIN,-6.5,CHI,-4.0,IND,-2.5,@BAL,6.5,@IND,3.0,CLE,-3.5,@JAX,-6.5,DET,-6.5,@GB,4.0,@HOU,-1.5,0.33706862733284
