EV,W_pct,P_pct,Team,Team_Result,1,1_spread,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
1.04,80.1,30.6,NO,L,TB,-10.0,CLE,-8.5,@ATL,3.0,@NYG,-2.5,WAS,-7.5,BYE,,@BAL,-1.0,@MIN,4.0,LAR,-2.0,@CIN,-3.5,PHI,-2.0,ATL,-3.5,@DAL,1.5,@TB,-3.5,@CAR,-0.5,PIT,-1.5,CAR,-6.0,0.43033214030638
1.04,73.2,10.9,DET,L,NYJ,-7.0,@SF,5.5,NE,4.0,@DAL,4.0,GB,2.0,BYE,,@MIA,-0.5,SEA,-2.0,@MIN,7.0,@CHI,2.0,CAR,-2.5,CHI,-4.0,LAR,3.0,@ARI,0.5,@BUF,-0.5,MIN,5.5,@GB,6.5,0.085287253804377
1.03,70.0,2.6,LAR,W,@OAK,-6.0,ARI,-13.0,LAC,-3.5,MIN,-3.0,@SEA,-2.0,@DEN,-3.0,@SF,-1.0,GB,-3.0,@NO,2.0,SEA,-7.0,KC,-5.0,BYE,,@DET,-3.0,@CHI,-3.0,PHI,-1.5,@ARI,-4.0,SF,-4.5,0.57982298362948
1.03,69.5,2.4,NE,W,HOU,-6.5,@JAX,-2.0,@DET,-4.0,MIA,-11.0,IND,-9.5,KC,-7.0,@CHI,-4.0,@BUF,-5.0,GB,-5.0,@TEN,-3.5,BYE,,@NYJ,-7.5,MIN,-4.0,@MIA,-6.5,@PIT,1.5,BUF,-10.5,NYJ,-10.5,1.0
1.03,70.5,5.3,MIN,W,SF,-6.0,@GB,2.0,BUF,-9.5,@LAR,3.0,@PHI,3.5,ARI,-10.5,@NYJ,-5.0,NO,-4.0,DET,-7.0,BYE,,@CHI,-3.0,GB,-3.0,@NE,4.0,@SEA,-3.0,MIA,-10.0,@DET,-5.5,CHI,-6.5,0.72969663159243
1.02,76.5,22.4,BAL,W,BUF,-7.5,@CIN,1.0,DEN,-4.0,@PIT,6.5,@CLE,1.5,@TEN,2.5,NO,1.0,@CAR,2.5,PIT,1.0,BYE,,CIN,-5.5,OAK,-4.0,@ATL,4.0,@KC,3.0,TB,-6.0,@LAC,4.0,CLE,-4.0,0.28345434240983
1.01,72.0,11.3,GB,W,CHI,-6.5,MIN,-2.0,@WAS,-3.5,BUF,-9.5,@DET,-2.0,SF,-4.0,BYE,,@LAR,3.0,@NE,5.0,MIA,-10.5,@SEA,-2.0,@MIN,3.0,ARI,-10.5,ATL,-3.5,@CHI,-3.0,@NYJ,-6.0,DET,-6.5,0.67486527747142
0.95,63.3,0.6,LAC,L,KC,-3.5,@BUF,-7.5,@LAR,3.5,SF,-3.5,OAK,-5.5,@CLE,-4.0,TEN,-3.5,BYE,,@SEA,-1.0,@OAK,-1.0,DEN,-5.5,ARI,-9.5,@PIT,4.0,CIN,-7.5,@KC,1.5,BAL,-4.0,@DEN,-2.5,0.60039321134095
0.93,62.3,0.5,DEN,W,SEA,-3.0,OAK,-6.0,@BAL,4.0,KC,-1.0,@NYJ,-2.0,LAR,3.0,@ARI,-1.5,@KC,4.0,HOU,0.5,BYE,,@LAC,5.5,PIT,3.0,@CIN,-0.5,@SF,4.5,CLE,-4.5,@OAK,4.0,LAC,2.5,0.16296074607169
0.9,62.3,5.6,PIT(tie),,@CLE,-3.5,KC,-5.0,@TB,-4.5,BAL,-6.5,ATL,-4.0,@CIN,-4.0,BYE,,CLE,-10.0,@BAL,-1.0,CAR,-6.5,@JAX,-0.5,@DEN,-3.0,LAC,-4.0,@OAK,-3.5,NE,-1.5,@NO,1.5,CIN,-8.0,0.69994302419724
0.89,59.5,0.9,CAR,W,DAL,-2.5,@ATL,6.0,CIN,-5.5,BYE,,NYG,-4.0,@WAS,1.0,@PHI,6.5,BAL,-2.5,TB,-5.5,@PIT,6.5,@DET,2.5,SEA,-3.0,@TB,0.5,@CLE,-2.0,NO,0.5,ATL,-1.0,@NO,6.0,0.24697900011426
0.87,58.1,0.8,JAX,W,@NYG,-3.0,NE,2.0,TEN,-5.0,NYJ,-9.5,@KC,1.0,@DAL,1.0,HOU,-3.0,PHI,-0.5,BYE,,@IND,-3.5,PIT,0.5,@BUF,-4.0,IND,-7.0,@TEN,0.5,WAS,-8.0,@MIA,-3.5,@HOU,2.5,0.49642975113595
0.84,56.6,0.8,ARI,L,WAS,-2.0,@LAR,13.0,CHI,-0.5,SEA,0.5,@SF,7.0,@MIN,10.5,DEN,1.5,SF,3.0,BYE,,@KC,6.5,OAK,1.5,@LAC,9.5,@GB,10.5,DET,-0.5,@ATL,8.0,LAR,4.0,@SEA,5.0,0.0022071248576199
0.76,50.5,0.4,ATL,L,@PHI,-1.0,CAR,-6.0,NO,-3.0,CIN,-7.0,@PIT,4.0,TB,-7.5,NYG,-6.0,BYE,,@WAS,-3.0,@CLE,-3.5,DAL,-3.5,@NO,3.5,BAL,-4.0,@GB,3.5,ARI,-8.0,@CAR,1.0,@TB,-4.0,0.60862571978917
