EV,W_pct,P_pct,Team,Team_Result,1,1_spread,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.75,50.2,0.6,CIN,W,@IND,1.0,BAL,-1.0,@CAR,5.5,@ATL,7.0,MIA,-3.0,PIT,4.0,@KC,5.0,TB,-2.5,BYE,,NO,3.5,@BAL,5.5,CLE,-4.0,DEN,0.5,@LAC,7.5,OAK,1.5,@CLE,1.5,@PIT,8.0,0.1046367521195
0.75,50.5,1.2,TEN,L,@MIA,1.0,HOU,0.5,@JAX,5.0,PHI,2.5,@BUF,-0.5,BAL,-2.5,@LAC,3.5,BYE,,@DAL,3.5,NE,3.5,@IND,-0.5,@HOU,4.0,NYJ,-7.5,JAX,-0.5,@NYG,0.5,WAS,-4.5,IND,-3.0,0.2023681842734
0.75,49.5,0.2,MIA,W,TEN,-1.0,@NYJ,3.0,OAK,0.5,@NE,11.0,@CIN,3.0,CHI,-0.5,DET,0.5,@HOU,7.5,NYJ,-3.5,@GB,10.5,BYE,,@IND,3.5,BUF,-1.0,NE,6.5,@MIN,10.0,JAX,3.5,@BUF,3.5,0.051415504608022
0.75,49.8,0.5,IND,L,CIN,-1.0,@WAS,5.5,@PHI,9.5,HOU,3.0,@NE,9.5,@NYJ,1.0,BUF,-3.0,@OAK,4.5,BYE,,JAX,3.5,TEN,0.5,MIA,-3.5,@JAX,7.0,@HOU,7.0,DAL,3.0,NYG,-0.5,@TEN,3.0,0.067697989820975
0.74,49.5,0.6,PHI,W,ATL,1.0,@TB,-3.0,IND,-9.5,@TEN,-2.5,MIN,-3.5,@NYG,-3.0,CAR,-6.5,@JAX,0.5,BYE,,DAL,-5.5,@NO,2.0,NYG,-7.5,WAS,-8.0,@DAL,-1.0,@LAR,1.5,HOU,-5.0,@WAS,-4.0,0.63960715939736
0.65,43.4,0.2,WAS,W,@ARI,2.0,IND,-5.5,GB,3.5,BYE,,@NO,7.5,CAR,-1.0,DAL,-0.5,@NYG,4.0,ATL,3.0,@TB,3.0,HOU,3.0,@DAL,6.0,@PHI,8.0,NYG,-1.5,@JAX,8.0,@TEN,4.5,PHI,4.0,0.079080515105281
0.63,41.9,0.2,NYG,L,JAX,3.0,@DAL,3.0,@HOU,5.0,NO,2.5,@CAR,4.0,PHI,3.0,@ATL,6.0,WAS,-4.0,BYE,,@SF,6.0,TB,-3.5,@PHI,7.5,CHI,-3.5,@WAS,1.5,TEN,-0.5,@IND,0.5,DAL,-1.5,0.14664747516579
0.61,40.5,0.1,DAL,L,@CAR,2.5,NYG,-3.0,@SEA,1.5,DET,-4.0,@HOU,3.5,JAX,-1.0,@WAS,0.5,BYE,,TEN,-3.5,@PHI,5.5,@ATL,3.5,WAS,-6.0,NO,-1.5,PHI,1.0,@IND,-3.0,TB,-6.5,@NYG,1.5,0.29738661342307
0.6,37.7,0.3,CLE(tie),,PIT,3.5,@NO,8.5,NYJ,-3.0,@OAK,6.5,BAL,-1.5,LAC,4.0,@TB,3.5,@PIT,10.0,KC,3.0,ATL,3.5,BYE,,@CIN,4.0,@HOU,9.5,CAR,2.0,@DEN,4.5,CIN,-1.5,@BAL,4.0,0.057542948861511
0.57,37.7,0.2,SEA,L,@DEN,3.0,@CHI,3.5,DAL,-1.5,@ARI,-0.5,LAR,2.0,@OAK,2.5,BYE,,@DET,2.0,LAC,1.0,@LAR,7.0,GB,2.0,@CAR,3.0,SF,-0.5,MIN,3.0,@SF,4.0,KC,-3.0,ARI,-5.0,0.098600824538537
0.55,36.7,0.2,KC,W,@LAC,3.5,@PIT,5.0,SF,-3.0,@DEN,1.0,JAX,-1.0,@NE,7.0,CIN,-5.0,DEN,-4.0,@CLE,-3.0,ARI,-6.5,@LAR,5.0,BYE,,@OAK,2.5,BAL,-3.0,LAC,-1.5,@SEA,3.0,OAK,-3.0,0.31268493714873
0.48,28.0,0.1,CHI,L,@GB,6.5,SEA,-3.5,@ARI,0.5,TB,-3.0,BYE,,@MIA,0.5,NE,4.0,NYJ,-5.0,@BUF,1.0,DET,-2.0,MIN,3.0,@DET,4.0,@NYG,3.5,LAR,3.0,GB,3.0,@SF,5.0,@MIN,6.5,0.1512795098064
0.47,23.5,0.1,BUF,L,@BAL,7.5,LAC,7.5,@MIN,9.5,@GB,9.5,TEN,0.5,@HOU,6.5,@IND,3.0,NE,5.0,CHI,-1.0,@NYJ,1.5,BYE,,JAX,4.0,@MIA,1.0,NYJ,-4.0,DET,0.5,@NE,10.5,MIA,-3.5,0.099567523458468
0.47,29.5,0.1,SF,L,@MIN,6.0,DET,-5.5,@KC,3.0,@LAC,3.5,ARI,-7.0,@GB,4.0,LAR,1.0,@ARI,-3.0,OAK,-4.0,NYG,-6.0,BYE,,@TB,-2.0,@SEA,0.5,DEN,-4.5,SEA,-4.0,CHI,-5.0,@LAR,4.5,0.45912239250397
0.47,30.5,0.1,HOU,L,@NE,6.5,@TEN,-0.5,NYG,-5.0,@IND,-3.0,DAL,-3.5,BUF,-6.5,@JAX,3.0,MIA,-7.5,@DEN,-0.5,BYE,,@WAS,-3.0,TEN,-4.0,CLE,-9.5,IND,-7.0,@NYJ,-1.0,@PHI,5.0,JAX,-2.5,0.56769905772632
0.46,30.0,0.2,OAK,L,LAR,6.0,@DEN,6.0,@MIA,-0.5,CLE,-6.5,@LAC,5.5,SEA,-2.5,BYE,,IND,-4.5,@SF,4.0,LAC,1.0,@ARI,-1.5,@BAL,4.0,KC,-2.5,PIT,3.5,@CIN,-1.5,DEN,-4.0,@KC,3.0,0.24018963739171
0.46,26.8,0.1,NYJ,W,@DET,7.0,MIA,-3.0,@CLE,3.0,@JAX,9.5,DEN,2.0,IND,-1.0,MIN,5.0,@CHI,5.0,@MIA,3.5,BUF,-1.5,BYE,,NE,7.5,@TEN,7.5,@BUF,4.0,HOU,1.0,GB,6.0,@NE,10.5,0.04340466315696
0.45,19.9,0.0,TB,W,@NO,10.0,PHI,3.0,PIT,4.5,@CHI,3.0,BYE,,@ATL,7.5,CLE,-3.5,@CIN,2.5,@CAR,5.5,WAS,-3.0,@NYG,3.5,SF,2.0,CAR,-0.5,NO,3.5,@BAL,6.0,@DAL,6.5,ATL,4.0,0.078993590408146
