EV,W_pct,P_pct,Team,Team_Result,2,2_spread,3,3_spread,4,4_spread,5,5_spread,6,6_spread,7,7_spread,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,Future_Val
0.98,72.6,18.5,SF,W,@NYJ,-7.0,@NYG,-4.5,PHI,-6.0,MIA,-11.0,LAR,-5.5,@NE,2.0,@SEA,2.0,GB,-4.0,@NO,3.0,BYE,,@LAR,-1.0,BUF,-4.0,WAS,-11.5,@DAL,1.5,@ARI,-3.0,SEA,-3.5,0.54654683553418
0.95,65.0,0.9,SEA,W,NE,-4.0,DAL,-5.0,@MIA,-6.0,MIN,-4.0,BYE,,@ARI,-1.5,SF,-2.0,@BUF,2.0,@LAR,1.0,ARI,-6.0,@PHI,-1.0,NYG,-9.5,NYJ,-9.5,@WAS,-6.5,LAR,-4.0,@SF,3.5,0.55340883167856
0.95,65.0,1.5,NO,L,@LV,-4.0,GB,-3.0,@DET,-5.5,LAC,-9.0,BYE,,CAR,-13.5,@CHI,-3.5,@TB,-0.5,SF,-3.0,ATL,-9.0,@DEN,-4.0,@ATL,-4.0,@PHI,-3.0,KC,-0.5,MIN,-6.5,@CAR,-8.0,0.70763393972353
0.93,62.7,0.2,IND,W,MIN,-3.5,NYJ,-10.5,@CHI,-0.5,@CLE,-0.5,CIN,-9.5,BYE,,@DET,-2.5,BAL,3.0,@TEN,3.0,GB,-2.5,TEN,-3.0,@HOU,1.0,@LV,-2.0,HOU,-4.5,@PIT,3.0,JAX,-9.5,0.4213048724258
0.85,58.1,1.1,DAL,W,ATL,-3.0,@SEA,5.0,CLE,-6.0,NYG,-9.0,ARI,-5.0,@WAS,-6.5,@PHI,-0.5,PIT,-3.0,BYE,,@MIN,0.5,WAS,-10.5,@BAL,6.5,@CIN,-6.5,SF,-1.5,PHI,-4.0,@NYG,-4.0,0.56019497991753
0.8,54.0,0.1,PHI,L,LAR,-2.0,CIN,-6.5,@SF,6.0,@PIT,3.5,BAL,3.5,NYG,-5.0,DAL,0.5,BYE,,@NYG,-3.0,@CLE,1.5,SEA,1.0,@GB,3.5,NO,3.0,@ARI,3.0,@DAL,4.0,WAS,-7.5,0.22230388827394
0.68,46.0,0.7,LAR,W,@PHI,2.0,@BUF,2.5,NYG,-7.0,@WAS,-4.0,@SF,5.5,CHI,-4.0,@MIA,-3.5,BYE,,SEA,-1.0,@TB,3.5,SF,1.0,@ARI,1.5,NE,-3.0,NYJ,-8.0,@SEA,4.0,ARI,-3.5,0.37201148087861
0.62,41.9,0.0,ATL,L,@DAL,3.0,CHI,-3.5,@GB,6.5,CAR,-7.0,@MIN,4.0,DET,-3.5,@CAR,-3.0,DEN,-3.0,BYE,,@NO,9.0,LV,-3.0,NO,4.0,@LAC,3.0,TB,3.0,@KC,10.5,@TB,7.0,0.23628868821068
0.55,37.3,0.4,MIN,L,@IND,3.5,TEN,2.5,@HOU,1.0,@SEA,4.0,ATL,-4.0,BYE,,@GB,3.5,DET,-6.0,@CHI,0.5,DAL,-0.5,CAR,-8.0,JAX,-9.5,@TB,3.5,CHI,-4.0,@NO,6.5,@DET,-1.5,0.34428110638169
0.52,35.0,0.1,LV,W,NO,4.0,@NE,6.0,BUF,2.5,@KC,10.5,BYE,,TB,3.0,@CLE,3.5,@LAC,3.5,DEN,-3.0,KC,6.5,@ATL,3.0,@NYJ,-1.0,IND,2.0,LAC,-2.5,MIA,-3.5,@DEN,3.0,0.090877728479592
0.52,35.0,0.0,NE,L,@SEA,4.0,LV,-6.0,@KC,8.0,BYE,,DEN,-5.5,SF,-2.0,@BUF,3.0,@NYJ,-3.5,BAL,3.0,@HOU,1.0,ARI,-3.5,@LAC,-0.5,@LAR,3.0,@MIA,-3.5,BUF,-2.0,NYJ,-8.0,0.35452029148725
0.5,27.4,0.0,NYJ,L,SF,7.0,@IND,10.5,DEN,1.0,ARI,3.0,@MIA,3.0,BUF,4.0,@KC,13.5,NE,3.5,BYE,,@LAC,6.5,MIA,-3.5,LV,1.0,@SEA,9.5,@LAR,8.0,CLE,2.0,@NE,8.0,0.032511300117843
0.49,31.5,0.0,MIA,L,BUF,5.5,@JAX,2.5,SEA,6.0,@SF,11.0,NYJ,-3.0,BYE,,LAR,3.5,@ARI,7.0,LAC,2.5,@DEN,6.5,@NYJ,3.5,CIN,-3.5,KC,9.5,NE,3.5,@LV,3.5,@BUF,9.5,0.054057062401075
0.49,32.4,0.2,NYG,L,@CHI,4.5,SF,4.5,@LAR,7.0,@DAL,9.0,WAS,-3.5,@PHI,5.0,TB,4.0,@WAS,1.5,PHI,3.0,BYE,,@CIN,1.0,@SEA,9.5,ARI,2.5,CLE,1.5,@BAL,13.0,DAL,4.0,0.040612345503018
0.49,29.8,0.0,DEN,L,@PIT,6.0,TB,6.0,@NYJ,-1.0,BYE,,@NE,5.5,KC,6.5,LAC,-2.0,@ATL,3.0,@LV,3.0,MIA,-6.5,NO,4.0,@KC,11.0,@CAR,-3.0,BUF,2.0,@LAC,4.0,LV,-3.0,0.13168420698166
0.48,28.2,0.0,DET,L,@GB,6.5,@ARI,5.5,NO,5.5,BYE,,@JAX,-1.5,@ATL,3.5,IND,2.5,@MIN,6.0,WAS,-5.0,@CAR,-1.5,HOU,-1.5,@CHI,4.0,GB,3.0,@TEN,6.5,TB,3.0,MIN,1.5,0.08439322836121
0.47,31.3,0.4,CIN,L,@CLE,6.0,@PHI,6.5,JAX,-3.0,@BAL,14.0,@IND,9.5,CLE,3.5,TEN,3.5,BYE,,@PIT,10.5,@WAS,3.0,NYG,-1.0,@MIA,3.5,DAL,6.5,PIT,6.5,@HOU,7.0,BAL,9.5,0.031066789048296
0.47,27.1,0.0,JAX,L,@TEN,7.0,MIA,-2.5,@CIN,3.0,@HOU,7.0,DET,1.5,@LAC,7.0,BYE,,HOU,3.0,@GB,10.0,PIT,6.5,CLE,1.5,@MIN,9.5,TEN,4.0,@BAL,14.5,CHI,1.0,@IND,9.5,0.030372581346334
0.43,26.1,0.0,WAS,L,@ARI,7.5,@CLE,7.5,BAL,9.5,LAR,4.0,@NYG,3.5,DAL,6.5,BYE,,NYG,-1.5,@DET,5.0,CIN,-3.0,@DAL,10.5,@PIT,9.5,@SF,11.5,SEA,6.5,CAR,-3.0,@PHI,7.5,0.057848171723299
0.42,25.0,0.0,CAR,L,@TB,7.5,@LAC,6.5,ARI,3.0,@ATL,7.0,CHI,3.0,@NO,13.5,ATL,3.0,@KC,14.5,TB,6.5,DET,1.5,@MIN,8.0,BYE,,DEN,3.0,@GB,10.0,@WAS,3.0,NO,8.0,0.0
0.39,23.7,0.0,LAC,L,KC,8.5,CAR,-6.5,@TB,6.5,@NO,9.0,BYE,,JAX,-7.0,@DEN,2.0,LV,-3.5,@MIA,-2.5,NYJ,-6.5,@BUF,6.0,NE,0.5,ATL,-3.0,@LV,2.5,DEN,-4.0,@KC,10.5,0.33188517364685
0.38,25.0,0.0,HOU,L,BAL,7.5,@PIT,4.0,MIN,-1.0,JAX,-7.0,@TEN,5.0,GB,1.0,BYE,,@JAX,-3.0,@CLE,3.0,NE,-1.0,@DET,1.5,IND,-1.0,@CHI,3.0,@IND,4.5,CIN,-7.0,TEN,0.5,0.1874643802786
