EV,W_pct,P_pct,Team,Team_Result,8,8_spread,9,9_spread,10,10_spread,11,11_spread,12,12_spread,13,13_spread,14,14_spread,15,15_spread,16,16_spread,17,17_spread,18,18_spread,Future_Val
1.21,89.9,10.2,LAR,W,@HOU,-17.0,TEN,-7.5,@SF,-3.0,BYE,,@GB,1.0,JAX,-15.0,@ARI,2.0,SEA,-7.5,@MIN,-2.0,@BAL,1.0,SF,-7.0,0.49200534157116
1.17,88.0,15.3,BUF,W,MIA,-15.0,@JAX,-14.5,@NYJ,-14.5,IND,-8.0,@NO,-2.0,NE,-9.5,@TB,3.5,CAR,-10.5,@NE,-4.0,ATL,-11.0,NYJ,-17.5,1.0
1.03,81.0,19.4,KC,W,NYG,-10.5,GB,-1.0,@LV,-3.0,DAL,-3.5,BYE,,DEN,-7.0,LV,-7.0,@LAC,-0.5,PIT,-7.0,@CIN,-2.0,@DEN,-3.0,0.40238193786947
0.98,71.3,0.4,ARI,L,GB,-6.5,@SF,-1.0,CAR,-9.5,@SEA,-3.0,BYE,,@CHI,-6.5,LAR,-2.0,@DET,-10.5,IND,-6.5,@DAL,1.5,SEA,-7.0,0.53672011084737
0.93,67.4,0.2,CLE,L,PIT,-5.5,@CIN,2.5,@NE,-1.5,DET,-13.5,@BAL,3.5,BYE,,BAL,-2.5,LV,-5.0,@GB,3.5,@PIT,-1.0,CIN,-3.5,0.29173725440241
0.92,81.4,45.8,CIN,L,@NYJ,-11.5,CLE,-2.5,BYE,,@LV,0.5,PIT,-3.5,LAC,-1.5,SF,-3.5,@DEN,1.5,BAL,1.0,KC,2.0,@CLE,3.5,0.1302372344997
0.9,65.3,0.6,SF,W,@CHI,-4.5,ARI,1.0,LAR,3.0,@JAX,-4.0,MIN,-1.5,@SEA,2.5,@CIN,3.5,ATL,-5.0,@TEN,3.0,HOU,-11.5,@LAR,7.0,0.27145847244292
0.9,64.7,0.1,MIN,L,DAL,-4.0,@BAL,5.5,@LAC,3.5,GB,0.5,@SF,1.5,@DET,-7.0,PIT,-4.0,@CHI,-3.0,LAR,2.0,@GB,4.0,CHI,-7.0,0.27456983818171
0.89,64.2,0.3,DEN,W,WAS,-4.0,@DAL,10.0,PHI,-4.0,BYE,,LAC,-1.0,@KC,7.0,DET,-10.0,CIN,-1.5,@LV,2.5,@LAC,4.0,KC,3.0,0.20200678043326
0.87,63.4,0.3,TB,L,@NO,-4.0,BYE,,@WAS,-7.5,NYG,-13.5,@IND,-5.0,@ATL,-8.0,BUF,-3.5,NO,-7.0,@CAR,-7.5,@NYJ,-17.0,CAR,-13.0,0.92788546324867
0.87,64.1,2.5,SEA,W,JAX,-4.0,BYE,,@GB,7.0,ARI,3.0,@WAS,1.5,SF,-2.5,@HOU,-6.5,@LAR,7.5,CHI,-6.0,DET,-9.5,@ARI,7.0,0.28845590278154
0.86,63.1,2.0,LAC,L,NE,-3.5,@PHI,-1.0,MIN,-3.5,PIT,-4.5,@DEN,1.0,@CIN,1.5,NYG,-8.0,KC,0.5,@HOU,-9.5,DEN,-4.0,@LV,-1.0,0.38351015884451
0.85,61.6,0.9,PHI,W,@DET,-3.0,LAC,1.0,@DEN,4.0,NO,3.0,@NYG,1.5,@NYJ,-3.5,BYE,,WAS,-3.0,NYG,-3.5,@WAS,3.0,DAL,3.0,0.12026304790499
0.85,60.9,0.0,IND,L,TEN,-3.0,NYJ,-10.5,JAX,-8.0,@BUF,8.0,TB,5.0,@HOU,-6.5,BYE,,NE,-3.5,@ARI,6.5,LV,-3.0,@JAX,-4.0,0.4422773246607
0.77,55.7,0.6,ATL,L,CAR,-2.5,@NO,6.0,@DAL,7.5,NE,-0.5,@JAX,-2.5,TB,8.0,@CAR,3.0,@SF,5.0,DET,-7.0,@BUF,11.0,NO,3.5,0.1146061508674
0.62,44.3,0.1,CAR,W,@ATL,2.5,NE,4.0,@ARI,9.5,WAS,-3.0,@MIA,2.0,BYE,,ATL,-3.0,@BUF,10.5,TB,7.5,@NO,7.0,@TB,13.0,0.060998133494574
0.54,39.1,0.5,TEN,W,@IND,3.0,@LAR,7.5,NO,-1.0,HOU,-11.0,@NE,1.0,BYE,,JAX,-9.5,@PIT,1.5,SF,-3.0,MIA,-7.0,@HOU,-7.0,0.46588039022016
0.53,38.4,0.2,DET,L,PHI,3.0,BYE,,@PIT,9.5,@CLE,13.5,CHI,3.0,MIN,7.0,@DEN,10.0,ARI,10.5,@ATL,7.0,@SEA,9.5,GB,9.5,0.0
0.52,36.9,0.0,NE,W,@LAC,3.5,@CAR,-4.0,CLE,1.5,@ATL,0.5,TEN,-1.0,@BUF,9.5,BYE,,@IND,3.5,BUF,4.0,JAX,-7.5,@MIA,-1.0,0.16917394992972
0.51,35.9,0.0,JAX,L,@SEA,4.0,BUF,14.5,@IND,8.0,SF,4.0,ATL,2.5,@LAR,15.0,@TEN,9.5,HOU,-4.0,@NYJ,1.5,@NE,7.5,IND,4.0,0.054866912795706
0.51,36.6,0.0,NO,W,TB,4.0,ATL,-6.0,@TEN,1.0,@PHI,-3.0,BUF,2.0,DAL,-2.5,@NYJ,-8.0,@TB,7.0,MIA,-8.0,CAR,-7.0,@ATL,-3.5,0.47105097891692
0.5,35.8,0.0,WAS,L,@DEN,4.0,BYE,,TB,7.5,@CAR,3.0,SEA,-1.5,@LV,3.5,DAL,3.0,@PHI,3.0,@DAL,6.5,PHI,-3.0,@NYG,0.5,0.047732372973584
